drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Dasatinib,149,707,351,10151,6.09307490879132,1.05506571799591E-52,4.55723143355582E-50
Paclitaxel,201,1331,299,9527,4.81080736771848,1.4883350335354E-52,6.28258041527203E-50
Melatonin,196,1266,304,9592,4.88391205986061,1.66026071289317E-52,6.85257512556468E-50
Oxygen,148,705,352,10153,6.05331010355223,4.01528383977281E-52,1.62124424416616E-49
Nitric Oxide,181,1087,319,9771,5.09911145454772,6.6770224363812E-52,2.63860879470751E-49
Histamine,193,1243,307,9615,4.86190919966842,1.02727602903416E-51,3.97498912500312E-49
Thalidomide,153,774,347,10084,5.7425167029122,4.11592551011994E-51,1.56013239337462E-48
Colforsin,201,1375,299,9483,4.63544664277305,1.70290830846151E-50,6.32573927850837E-48
Bleomycin,153,787,347,10071,5.64060292690432,2.72301271472755E-50,9.91675356836789E-48
Caffeine,156,825,344,10033,5.51344548798386,5.19747401220643E-50,1.85643185027565E-47
Cholesterol,155,815,345,10043,5.53473223702415,6.17201818716289E-50,2.16292447767303E-47
Cisplatin,209,1508,291,9350,4.45244954487794,1.70323380807061E-49,5.8582855569847E-47
Butyric Acid,184,1182,316,9676,4.76562587016746,5.42146815158795E-49,1.83081410374539E-46
Capsaicin,176,1084,324,9774,4.89680860943142,8.10183686202855E-49,2.68711030855831E-46
Tanespimycin,141,690,359,10168,5.78671198889464,3.54289158686863E-48,1.15444443718094E-45
Nicotine,222,1732,278,9126,4.20697914603012,5.1538385275869E-48,1.62360411910227E-45
Afimoxifene,143,714,357,10144,5.68855682812782,5.24495017390009E-48,1.62360411910227E-45
Sunitinib,143,714,357,10144,5.68855682812782,5.24495017390009E-48,1.62360411910227E-45
Selenium,127,558,373,10300,6.2829015087273,2.19570127922147E-47,6.68549314598535E-45
Cocaine,156,884,344,9974,5.11533830507144,1.42143164001513E-46,4.25818295121859E-44
Zoledronic acid,131,610,369,10248,5.96240615963599,1.53292755400922E-46,4.51929935044922E-44
Morphine,169,1053,331,9805,4.75317573981503,5.94245941181127E-46,1.7245519366346E-43
Medroxyprogesterone acetate,136,675,364,10183,5.63397270258764,1.09271857967233E-45,3.12237455337353E-43
Dinoprostone,157,914,343,9944,4.9786909188861,1.42946587738121E-45,4.02272074641776E-43
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",144,768,356,10090,5.31322258640255,2.42967840088997E-45,6.73540970366506E-43
Cerivastatin,192,1371,308,9487,4.31302103521325,3.31280125418091E-45,9.0484980517193E-43
Phenethyl Isothiocyanate,121,531,379,10327,6.20710884392334,4.97004248914734E-45,1.33783033368276E-42
Zinc,145,785,355,10073,5.23953285188907,5.32550687628706E-45,1.41303506049477E-42
Vorinostat,144,774,356,10084,5.26785885194264,5.52008010663621E-45,1.4440328050099E-42
Andrographolide,118,509,382,10349,6.27836008412841,1.70873195025195E-44,4.40789734393191E-42
Acetylsalicylic acid,186,1319,314,9539,4.28332876039209,6.64008969291869E-44,1.68943354684425E-41
Apigenin,147,830,353,10028,5.0300271016533,9.83849515224547E-44,2.46937464304737E-41
Lapatinib,116,500,384,10358,6.25574505974761,1.0166418820043E-43,2.51765815505803E-41
Indole-3-carbinol,129,634,371,10224,5.60615463701479,1.548185428016E-43,3.78354942130203E-41
Triptolide,140,766,360,10092,5.12225952414041,8.13757581597203E-43,1.96288271495178E-40
Anisomycin,115,503,385,10355,6.14712352084392,8.91937026733237E-43,2.12387825442257E-40
Regorafenib,109,454,391,10404,6.38573881942669,3.88781051876277E-42,9.14045946778419E-40
Fenofibrate,159,1020,341,9838,4.49639989752466,2.10217864571321E-41,4.88056005553652E-39
Kaempherol,125,628,375,10230,5.42778451234936,3.33431057751151E-41,7.64559095612911E-39
Ciglitazone,130,702,370,10156,5.08140288507743,5.14381048036311E-40,1.16509445302419E-37
Losartan,139,807,361,10051,4.79445620292546,6.88626092077706E-40,1.54097434980596E-37
Zinc sulfate,103,431,397,10427,6.27404327945526,1.48738496699392E-39,3.28877475208612E-37
Emodin,117,581,383,10277,5.40272822554166,8.15486981372145E-39,1.78191972194788E-36
Dexamethasone,128,703,372,10155,4.9691232140734,1.14871458532089E-38,2.48086831328014E-36
Geldanamycin,103,444,397,10414,6.08311131630267,1.43336702719315E-38,3.06004762199898E-36
"9,10-Deepithio-9,10-Didehydroacanthifolicin",107,485,393,10373,5.82131654837238,2.03838870389025E-38,4.30223728569782E-36
Ouabain,108,500,392,10358,5.70575128771876,4.58935413939723E-38,9.57748747857053E-36
Arachidonic Acid,144,909,356,9949,4.42630916393761,9.7099946848156E-38,2.00385600676481E-35
Everolimus,99,421,401,10437,6.11811709541555,1.92336696094062E-37,3.92564286604542E-35
Hydrocortisone,144,918,356,9940,4.37898067416601,2.64823550068492E-37,5.34636744749388E-35
Erlotinib,108,515,392,10343,5.5315885618661,4.76756204138738E-37,9.52145749023214E-35
Rotenone,116,600,384,10258,5.16306272517963,5.74995854727739E-37,1.13612701893754E-34
Captopril,99,432,401,10426,5.9562839146403,1.26567460157003E-36,2.4745058671499E-34
Mifepristone,114,589,386,10269,5.14752496419959,2.49420821454377E-36,4.82560200378981E-34
Adenosine,155,1080,345,9778,4.06711936046997,2.59933527460164E-36,4.97714844864828E-34
Candesartan,95,402,405,10456,6.09868465058114,5.00633923874847E-36,9.48820866581515E-34
Dihydrotestosterone,103,480,397,10378,5.60776378036408,5.27817362157545E-36,9.90235530938531E-34
Dinoprost,128,752,372,10106,4.62303778331278,5.60835717009834E-36,1.04165929141677E-33
Iron,100,451,400,10407,5.76702129795817,5.91520645826676E-36,1.08777371831854E-33
Cholecalciferol,141,913,359,9945,4.27741824280078,9.0681780869946E-36,1.65123884505615E-33
Dactolisib,77,250,423,10608,7.72172482672862,1.20977635494845E-35,2.1815134516863E-33
"4,4'-PROPANE-2,2-DIYLDIPHENOL",90,363,410,10495,6.34328109252011,1.84052341093451E-35,3.28698736464323E-33
Raloxifene,115,620,385,10238,4.93074366810624,3.9307963931066E-35,6.95314486571277E-33
Lidocaine,99,453,401,10405,5.6689667209169,3.99917719604957E-35,7.00736613663769E-33
Chloroquine,120,676,380,10182,4.75529673448455,4.04874509646387E-35,7.0279179959177E-33
L-Alanine,116,635,384,10223,4.86223338103327,6.63563992471215E-35,1.14116668387199E-32
Vandetanib,89,363,411,10495,6.25782887475734,9.72724366021586E-35,1.64906929261943E-32
Fluoxetine,124,729,376,10129,4.58112728244808,9.76655863793941E-35,1.64906929261943E-32
Silibinin A,98,451,402,10407,5.62365763473051,1.40771130508709E-34,2.35548665232598E-32
Alvocidib,117,653,383,10205,4.77342643269801,1.61100029919247E-34,2.67157657255438E-32
Fluorouracil,135,868,365,9990,4.25606883303222,2.20827414417451E-34,3.62964852179867E-32
Valproic Acid,116,645,384,10213,4.78147315675949,2.43463057825378E-34,3.96659855197529E-32
Buthionine Sulfoximine,89,369,411,10489,6.1528305924002,2.85595349934143E-34,4.61257371302097E-32
Lenalidomide,90,387,410,10471,5.93719084790267,1.29009130759843E-33,2.06562978798355E-31
Lycopene,90,393,410,10465,5.84329533912367,3.56733258486934E-33,5.66301571838291E-31
Bicalutamide,90,399,410,10459,5.75220078288161,9.69660617046161E-33,1.52625738278566E-30
Myricetin,102,521,398,10337,5.08306879470338,1.10075002751678E-32,1.71803406848689E-30
Carbamazepine,82,331,418,10527,6.23616158532056,3.14483523788895E-32,4.86750805712396E-30
Rbt205 Inhibitor,88,387,412,10471,5.7772214544984,3.20046043949387E-32,4.91266467048677E-30
Dimethyl sulfoxide,96,469,404,10389,5.26220818404161,4.9310544888593E-32,7.50706193500012E-30
Norepinephrine,121,751,379,10107,4.29577211828969,7.99544997630724E-32,1.20733510075075E-29
Riluzole,73,258,427,10600,7.02198672164976,8.80540467327535E-32,1.31891759697716E-29
Phenylephrine,78,301,422,10557,6.48131535819445,9.15514685561202E-32,1.3603333022053E-29
Semaxanib,93,444,407,10414,5.35793813933405,1.12107511192445E-31,1.65254842339878E-29
Doxazosin,79,311,421,10547,6.36043844727108,1.13801621408752E-31,1.66431204717391E-29
Mannitol,71,244,429,10614,7.1978398133416,1.49732566501174E-31,2.17268280388779E-29
Deoxycholic Acid,96,477,404,10381,5.17040425799667,1.59784442783925E-31,2.30056659924232E-29
Ethinyl Estradiol,75,278,425,10580,6.7143265386371,1.66321903241422E-31,2.37627184167307E-29
Fludarabine,90,419,410,10439,5.46733219791787,2.41510722334185E-31,3.4241686693019E-29
Acetaminophen,111,644,389,10214,4.52461767276791,2.57775395279892E-31,3.62708353839188E-29
Leukotriene D4,86,383,414,10475,5.6795574772916,3.94845000086773E-31,5.51397801229886E-29
Bosutinib,75,283,425,10575,6.59266759184074,4.47212825873137E-31,6.19868375560747E-29
Tauroursodeoxycholic acid,70,242,430,10616,7.13920811844897,5.66858011543796E-31,7.79884966151497E-29
Spironolactone,89,415,411,10443,5.44750427604376,6.0779121770921E-31,8.3005245822597E-29
2-chloro-5-nitro-N-phenylbenzamide,93,456,407,10402,5.21096991344282,6.77015020480096E-31,9.17841657909538E-29
Staurosporine,110,642,390,10216,4.48718035667035,8.1187962354089E-31,1.09270412681953E-28
Sorbitol,62,182,438,10676,8.30021635070751,9.95575276594166E-31,1.33029920293547E-28
Verapamil,107,610,393,10248,4.57295367892006,1.05091064587504E-30,1.39420868526224E-28
Ibuprofen,92,450,408,10408,5.2138703382603,1.26331901204349E-30,1.66411734544847E-28
Amitriptyline,95,484,405,10374,5.0259200824597,1.93880424715023E-30,2.53592056754003E-28
Arecoline,96,496,404,10362,4.96271107735606,2.38403863682418E-30,3.09647287564832E-28
Potassium Chloride,75,292,425,10566,6.3821516024549,2.53290223982241E-30,3.26697614968402E-28
Haloperidol,115,713,385,10145,4.24925809706588,3.53260098201964E-30,4.52497944884445E-28
Guanosine-5'-Triphosphate,101,553,399,10305,4.71587557874443,3.63393724437024E-30,4.62290102369634E-28
Prasterone,116,726,384,10132,4.21504094774297,3.97925694376835E-30,5.02776159276101E-28
Metoprolol,101,558,399,10300,4.67110659617763,6.94092539729139E-30,8.71055222883503E-28
Nimesulide,82,366,418,10492,5.62183091661298,1.32966530756962E-29,1.65747160601018E-27
Ceruletide,88,428,412,10430,5.20359422663493,2.02660461350912E-29,2.50938787915186E-27
AZD-5363,65,219,435,10639,7.25756382834282,2.59530652377151E-29,3.1922856019639E-27
"3,7,3',4'-TETRAHYDROXYFLAVONE",96,514,404,10344,4.78136839804578,2.76415386741777E-29,3.37760341113033E-27
L-Arginine,84,394,416,10464,5.36118321245453,5.11930598483659E-29,6.21454998699541E-27
Alitretinoin,79,346,421,10512,5.69919221799731,5.53754236528629E-29,6.67861439201556E-27
Pravastatin,106,632,394,10226,4.35213632314203,5.98363764138073E-29,7.17007362816995E-27
nocodazole,82,377,418,10481,5.45217672116289,7.79094063228486E-29,9.27588433625818E-27
Puerarin,86,420,414,10438,5.16112368379178,1.25523495395479E-28,1.48496220412488E-26
Donepezil,70,269,430,10589,6.40460480186755,1.35448783123002E-28,1.59223823553326E-26
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",86,421,414,10437,5.14837488946684,1.45482570439966E-28,1.69943230419005E-26
Pirfenidone,83,391,417,10467,5.32673732630017,1.48753403803915E-28,1.72677979155328E-26
Hydroquinone,78,345,422,10513,5.63056167670579,2.26938260022858E-28,2.61801344580098E-26
Bexarotene,75,319,425,10539,5.82816961616412,3.31173482057923E-28,3.79691231586105E-26
Icosapent,107,662,393,10196,4.19254073260641,4.91288421479964E-28,5.59807809289323E-26
Saracatinib,60,194,440,10664,7.49394848942936,6.99776549675159E-28,7.92511484915149E-26
Alpha-Linolenic Acid,102,608,398,10250,4.31958402927679,8.10027188177624E-28,9.11812790107078E-26
7-Hydroxystaurosporine,67,253,433,10605,6.48459435398343,9.40923257120751E-28,1.05277640583167E-25
Dronabinol,73,307,427,10551,5.87351247636263,1.02275670873797E-27,1.13748556430505E-25
Desipramine,92,500,408,10358,4.67003566273478,1.31903798710442E-27,1.45827036217761E-25
Propranolol,101,602,399,10256,4.31156204896084,1.54840527278693E-27,1.70171945880193E-25
Enoxolone,57,177,443,10681,7.76217807741887,2.96305449736055E-27,3.23728359045603E-25
Flurbiprofen,72,305,428,10553,5.81856811767863,3.5850436711717E-27,3.8939320436963E-25
Vemurafenib,65,243,435,10615,6.52573585387321,3.84500854529894E-27,4.15201477643759E-25
Sodium Chloride,94,535,406,10323,4.46633352197494,6.87427583452611E-27,7.38024670186352E-25
3-SULFOOXY-1H-INDOLE,80,388,420,10470,5.13846518582206,8.80894397350203E-27,9.40296084221445E-25
Dihydrogenphosphate Ion,67,267,433,10591,6.13523974942296,1.33785282523979E-26,1.4199083706104E-24
Adenosine 5'-[γ-thio]triphosphate,54,161,446,10697,8.04171746731245,1.46901882493767E-26,1.55026064213784E-24
Pentosan Polysulfate,49,126,451,10732,9.24947259487361,1.69462137583312E-26,1.77823617901188E-24
Temsirolimus,73,325,427,10533,5.53865215639118,2.12539976716133E-26,2.21774012624116E-24
K-252a,63,235,437,10623,6.51528510421819,2.31177375472708E-26,2.39873529818476E-24
Trichloroethylene,71,307,429,10551,5.68610299382171,2.46661412614505E-26,2.5451813793349E-24
Beta-Mercaptoethanol,76,358,424,10500,5.25567240277843,3.92545741194309E-26,4.020810938868E-24
Amlodipine,68,282,432,10576,5.90122703094752,3.9399890310439E-26,4.020810938868E-24
Dexmedetomidine,76,360,424,10498,5.22548740446009,5.32914525291184E-26,5.40874486577626E-24
Isoflurane,76,363,424,10495,5.18083359106603,8.39900218415549E-26,8.47812663510952E-24
Tocotrienol,65,260,435,10598,6.08835439710306,9.73622447918972E-26,9.77482246050239E-24
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",63,245,437,10613,6.24210920682751,1.5947503009954E-25,1.59246456224867E-23
Iloprost,79,399,421,10459,4.91699526063357,1.90456454223486E-25,1.89166451070664E-23
Glyburide,92,540,408,10318,4.30756468194975,1.93335683909831E-25,1.91004763259324E-23
Amphetamine,84,453,416,10405,4.63650574179631,2.2943825180824E-25,2.25472743238533E-23
Titanium dioxide,53,165,447,10693,7.6818438314907,2.41636460184329E-25,2.3621033309104E-23
Melphalan,63,248,437,10610,6.16505202275895,2.79977284244982E-25,2.72257252418799E-23
Orantinib,68,294,432,10564,5.65412796662128,3.11620802504035E-25,3.01449967211562E-23
Rutin,56,192,444,10666,7.00438093666422,5.27248051519413E-25,5.04781327617469E-23
Isoflavone,56,192,444,10666,7.00438093666422,5.27248051519413E-25,5.04781327617469E-23
Mesalazine,69,307,431,10551,5.4998291363416,5.63656196838311E-25,5.36870699860949E-23
Salicylic acid,77,387,423,10471,4.92337659241038,6.42937151499722E-25,6.09259736657316E-23
Ketamine,96,600,404,10258,4.06182777310437,9.31768984872877E-25,8.78480351188716E-23
Telmisartan,88,509,412,10349,4.34176383194232,1.05033837959192E-24,9.85267307927129E-23
Panobinostat,77,392,423,10466,4.85850263585767,1.30277247251997E-24,1.21592146425371E-22
Cilostazol,84,467,416,10391,4.49227585147195,1.39559861851021E-24,1.29604643924104E-22
Azacitidine,77,393,423,10465,4.84571543603922,1.49849962042759E-24,1.38468378924407E-22
Taurine,65,278,435,10580,5.68489598112187,2.33994990812901E-24,2.15151916522491E-22
Equol,64,269,436,10589,5.7762878325754,2.42733528390799E-24,2.22087317755055E-22
Disulfiram,67,298,433,10560,5.48085913097824,2.87863483214198E-24,2.62087577568733E-22
Deferoxamine,77,402,423,10456,4.73337925188254,5.18392908238778E-24,4.69672593251097E-22
Dopamine,100,670,400,10188,3.8011045824798,9.32823665868953E-24,8.41051061553914E-22
Probucol,66,299,434,10559,5.36878317042682,1.57659566874144E-23,1.40781964834479E-21
Apocynin,66,299,434,10559,5.36878317042682,1.57659566874144E-23,1.40781964834479E-21
Hydroxyurea,61,253,439,10605,5.822438525405,1.76421009461538E-23,1.56781221815533E-21
Gossypol,46,131,454,10727,8.29367359570206,2.02650610566958E-23,1.79233278893338E-21
Triciribine,53,185,447,10673,6.83833337947297,2.1335058841538E-23,1.87802520951153E-21
Diazoxide,64,283,436,10575,5.48277810837645,2.57350121187651E-23,2.25464693868943E-21
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,56,211,444,10647,6.36095599030737,2.58592331870487E-23,2.25489366779341E-21
Zinc oxide,44,118,456,10740,8.77847376214898,2.73618603923833E-23,2.37477176843472E-21
Cupric sulfate,57,220,443,10638,6.21888719135178,2.78746061753398E-23,2.40802121220547E-21
Plicamycin,79,437,421,10421,4.47327377355097,3.116041786827E-23,2.67941231970494E-21
Etodolac,61,258,439,10600,5.70699337745879,4.21052390747398E-23,3.60384772120372E-21
Perindopril,56,215,444,10643,6.24066310913194,5.59507302628907E-23,4.76693569776379E-21
Hesperetin,66,308,434,10550,5.20750639950799,6.47471731073041E-23,5.49119321020951E-21
Alvespimycin,65,299,435,10559,5.2753072495407,7.23308899389239E-23,6.10648304730199E-21
CEP-1347,47,144,453,10714,7.71737575133451,8.31914577885181E-23,6.99159863592391E-21
Alendronic acid,62,275,438,10583,5.44579698797302,1.52714858933022E-22,1.27766897420179E-20
Pazopanib,63,285,437,10573,5.34665985929347,1.65468432984986E-22,1.37816215256742E-20
Niclosamide,78,440,422,10418,4.37533339955019,1.78849219688344E-22,1.48295871074176E-20
Apitolisib,50,171,450,10687,6.9419000727401,1.91511568638503E-22,1.58089317095648E-20
Sitagliptin,56,222,444,10636,6.04032833138332,2.08192541779104E-22,1.7109871831618E-20
Tranilast,65,306,435,10552,5.15124927140871,2.13696738840866E-22,1.74848562198048E-20
Nitroglycerin,61,268,439,10590,5.48832929275918,2.26999045121703E-22,1.84918010091974E-20
Epoprostenol,62,278,438,10580,5.38551812363833,2.48463938065992E-22,2.01519886565238E-20
Vitamin A,74,402,426,10456,4.51703238777022,3.53963626251292E-22,2.85838568132986E-20
Entinostat,75,413,425,10445,4.46157738058869,3.65090842140723E-22,2.93547906498415E-20
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",66,320,434,10538,5.00719955713643,3.96245400066732E-22,3.17224175106245E-20
Oxalic Acid,44,129,456,10729,8.02260239871997,4.95452340263828E-22,3.94944428073883E-20
Ursodeoxycholic acid,82,498,418,10360,4.0801887540373,8.41776401793253E-22,6.68145299226929E-20
Sildenafil,66,327,434,10531,4.89580492826432,1.09968774732326E-21,8.69143630762424E-20
Formoterol,65,318,435,10540,4.95068341015477,1.28286212304491E-21,1.0096201454267E-19
Prazosin,61,280,439,10578,5.24786844834344,1.56496257544774E-21,1.22643811304118E-19
Theophylline,70,371,430,10487,4.60008917295721,1.60217276245112E-21,1.25032356151852E-19
"2',4,4'-Trihydroxychalcone",48,167,452,10691,6.79625911059076,2.56510007985547E-21,1.99340912183864E-19
PICEATANNOL,62,293,438,10565,5.10264489243529,2.59794983915795E-21,2.01052532446721E-19
Bezafibrate,63,303,437,10555,5.02112315370752,2.65476076075146E-21,2.04596582556335E-19
Phenytoin,50,184,450,10674,6.44446187532672,2.83718775794109E-21,2.16856194193563E-19
Glycerin,50,184,450,10674,6.44446187532672,2.83718775794109E-21,2.16856194193563E-19
AICA ribonucleotide,51,194,449,10664,6.24082646752288,3.82034121643519E-21,2.90805325609442E-19
Phosphonotyrosine,43,130,457,10728,7.76258364541406,3.95479832043571E-21,2.9981149823071E-19
Propanoic Acid,58,258,442,10600,5.38964537414159,4.49063338094013E-21,3.39049041734865E-19
Menadione,53,213,447,10645,5.92346018555949,5.12272082758214E-21,3.85206639025013E-19
Acetylcholine,77,457,423,10401,4.14205310582462,5.2562007167697E-21,3.93650029488814E-19
Guanosine,53,214,447,10644,5.89525682804414,6.13963549231071E-21,4.57966034090843E-19
Cyproheptadine,65,330,435,10528,4.76577066601915,7.1297414550196E-21,5.29692471914394E-19
Sevoflurane,67,352,433,10506,4.61665066373068,8.51995675268193E-21,6.30311982952104E-19
Ellagic Acid,58,262,442,10596,5.3053815447106,8.5519681823549E-21,6.30311982952104E-19
Rosuvastatin,62,302,438,10556,4.94584581441028,9.95109311048742E-21,7.3053377011538E-19
Sodium iodide,48,174,452,10684,6.51903062087999,1.09268314853062E-20,7.99006949695177E-19
Gentamicin,50,191,450,10667,6.20259217606949,1.11509326483925E-20,8.12196362752871E-19
Edetic Acid,58,264,442,10594,5.26420744403383,1.17525730380737E-20,8.52674001986666E-19
Midostaurin,44,144,456,10714,7.17675988417597,1.76410642400212E-20,1.27491633656862E-18
Pentobarbital,61,296,439,10562,4.95617048512354,1.78119108299748E-20,1.28227399395622E-18
Mevastatin,53,221,447,10637,5.70492652426476,2.12595703133932E-20,1.52456079168322E-18
"3,3'-diindolylmethane",53,223,447,10635,5.65272921375497,3.00750797214651E-20,2.14844117597831E-18
Lipoic Acid,56,251,444,10607,5.32835667791695,3.07747287900564E-20,2.1899981852772E-18
Budesonide,71,405,429,10453,4.27057780419491,3.09189854157035E-20,2.19186585431508E-18
Carvedilol,61,301,439,10557,4.87186726506994,3.69212995052852E-20,2.60742159355463E-18
Uric Acid,65,344,435,10514,4.56583472503305,4.81607719456197E-20,3.38828193688796E-18
Fluconazole,50,200,450,10658,5.91894466528521,5.99605302444134E-20,4.20251835387124E-18
Neflamapimod,41,127,459,10731,7.54579354708603,7.10666718078497E-20,4.96220118868956E-18
Formaldehyde,52,221,448,10637,5.58472250619093,1.02192575414506E-19,7.10882970825363E-18
Bendamustine,41,129,459,10729,7.4275889427787,1.13982846366217E-19,7.89895136936244E-18
Finasteride,46,169,454,10689,6.40491120310984,1.14401492942775E-19,7.89895136936244E-18
Ciprofloxacin,61,310,439,10548,4.72666999767109,1.32393050912127E-19,9.10733798646512E-18
Agmatine,55,251,445,10607,5.22147669843657,1.40047286663347E-19,9.5983246702727E-18
Crizotinib,42,138,458,10720,7.12114830682919,1.53114839761975E-19,1.04553459668537E-17
GW-501516,63,332,437,10526,4.56951725745557,1.58721144241516E-19,1.07984685230938E-17
Lactic Acid,67,379,433,10479,4.27726846793069,2.73877863625355E-19,1.85650616906814E-17
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",59,295,441,10563,4.78908395121247,2.80314757992126E-19,1.8932296494987E-17
Dipyridamole,61,316,439,10542,4.63377359014718,3.02785173318018E-19,2.03758413705096E-17
Carbon dioxide,57,276,443,10582,4.93136942211209,3.24984977163776E-19,2.17908185601099E-17
Azithromycin,43,150,457,10708,6.71483482188352,3.68518936579032E-19,2.46209633326178E-17
Dexanabinol,42,142,458,10716,6.91805597013431,3.70431998481622E-19,2.46600708142934E-17
7-ethyl-10-hydroxycamptothecin,52,229,448,10629,5.38579342390472,3.89427330193563E-19,2.58320233107102E-17
Citalopram,54,248,446,10610,5.17839711860105,3.93275264704115E-19,2.59944324772364E-17
Magnesium,67,384,433,10474,4.21958168620559,5.03839928558894E-19,3.31843642204092E-17
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,42,144,458,10714,6.82076174140465,5.70623710495964E-19,3.74501365833805E-17
Nandrolone,48,195,452,10663,5.8049215325988,5.96148320981524E-19,3.89875561368203E-17
