drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Buthionine Sulfoximine,26,79,77,3999,17.0522391497048,3.70052042055136E-20,5.00364588176379E-18
Valproic Acid,33,161,70,3917,11.4500175956192,3.97304512572708E-20,5.32239718904764E-18
AZD-5363,22,45,81,4033,24.2496235139743,4.49468973891264E-20,5.96596579812333E-18
Anisomycin,27,90,76,3988,15.7087743577542,4.67585553937319E-20,6.15001165443167E-18
Vitamin E,32,149,71,3929,11.8646529334793,4.96272748882301E-20,6.46852093479961E-18
Patupilone,18,21,85,4057,40.7175833499879,9.8918450083542E-20,1.27781157851072E-17
Tarenflurbil,20,33,83,4045,29.4121994200723,1.05737957196477E-19,1.35381714906755E-17
"9,10-Deepithio-9,10-Didehydroacanthifolicin",29,116,74,3962,13.359836327184,1.10518101750064E-19,1.40260733049372E-17
Rhein,21,40,82,4038,25.7630237239472,1.11688725712869E-19,1.40513817979767E-17
Fenretinide,28,105,75,3973,14.0971697215871,1.22406581988772E-19,1.52670216217784E-17
Cholecalciferol,33,169,70,3909,10.8845572309562,1.48386841934675E-19,1.83491972393358E-17
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",22,49,81,4029,22.262205350778,1.91053849268522E-19,2.3425092988913E-17
Quinacrine,24,68,79,4010,17.870185391605,3.32856144111235E-19,4.04685044809961E-17
Ethinyl Estradiol,26,88,77,3990,15.2783028026966,3.55993484449792E-19,4.25811070456438E-17
Isoprenaline,34,189,69,3889,10.1251569473851,3.56118700392052E-19,4.25811070456438E-17
Staurosporine,29,122,74,3956,12.684622438975,3.65778940615503E-19,4.33776885139779E-17
Ouabain,27,99,76,3979,14.2480472338615,3.77734563393268E-19,4.44313135461266E-17
Raloxifene,32,163,71,3915,10.8065893376519,5.27462584109549E-19,6.15428368938444E-17
Medroxyprogesterone acetate,29,127,74,3951,12.1663858403302,9.49635539879837E-19,1.09914372630204E-16
"3,7,3',4'-TETRAHYDROXYFLAVONE",25,84,78,3994,15.2080405438161,1.65730567390473E-18,1.90300360433464E-16
Amitriptyline,28,118,75,3960,12.5062859748434,1.76633560737578E-18,2.01222732286435E-16
Losartan,28,120,75,3958,12.2931191524534,2.59569169781046E-18,2.93393627785513E-16
Prasterone,29,135,74,3943,11.4269478336404,4.05524322227641E-18,4.54814954032443E-16
Folic Acid,23,68,80,4010,16.9136656696687,4.4529849396806E-18,4.95581873075822E-16
Diazoxide,20,43,83,4035,22.5389968263396,5.81034866144041E-18,6.41709453103221E-16
Alpha-Linolenic Acid,36,243,67,3835,8.47086844684671,7.23689955171441E-18,7.93206295087287E-16
Dinoprost,30,152,73,3926,10.5971271487515,7.58038753577596E-18,8.24607549659214E-16
Phenethyl Isothiocyanate,28,126,75,3952,11.6879815147099,7.93884999203258E-18,8.57156921208865E-16
HESPERIDIN,21,53,82,4025,19.3953572949318,1.08290177606964E-17,1.1605472752667E-15
"3,3'-diindolylmethane",22,63,81,4015,17.2670478200111,1.4879309786301E-17,1.57157563376751E-15
"4,4'-PROPANE-2,2-DIYLDIPHENOL",26,105,77,3973,12.7527787559503,1.48815550463057E-17,1.57157563376751E-15
Glycerin,18,31,85,4047,27.5412170968212,1.50630375610195E-17,1.5792140944712E-15
Orantinib,20,46,83,4032,21.0594686092258,1.65280697588626E-17,1.72034233062997E-15
Deferoxamine,23,74,80,4004,15.5225341982231,2.12101721421017E-17,2.19191493780935E-15
Amsacrine,19,39,84,4039,23.3493752675299,2.1692271567862E-17,2.22583752018376E-15
Amifostine,18,32,85,4046,26.6776403383573,2.30783017358628E-17,2.35138120020242E-15
Verapamil,29,146,74,3932,10.5375389162818,2.60822917679563E-17,2.63886546860061E-15
Propofol,30,161,73,3917,9.98401711129694,3.11821846610111E-17,3.13293645181839E-15
Ponatinib,28,135,75,3943,10.8833543288791,3.85869829260061E-17,3.85017402220783E-15
Temozolomide,19,41,84,4037,22.1960121857722,4.5032802215057E-17,4.46255575524584E-15
Lidocaine,27,128,76,3950,10.9454729466526,1.08778303913375E-16,1.07061293699244E-14
Tauroursodeoxycholic acid,18,36,85,4042,23.6975596475816,1.1453916277314E-16,1.119695228966E-14
Nitroglycerin,21,63,82,4015,16.28352187535,1.93066948235614E-16,1.87468887522004E-14
Cilostazol,25,107,78,3971,11.8740218224928,2.26270961203933E-16,2.18245401356034E-14
Cocaine,33,222,70,3856,8.1799610339228,2.37091349914639E-16,2.27167553488914E-14
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",18,38,85,4040,22.4382417064718,2.41238062511719E-16,2.29620037022245E-14
Dichloroacetic Acid,17,31,86,4047,25.7283260187983,2.66560496093161E-16,2.5206462227713E-14
Carnosine,14,14,89,4064,45.4317223034748,3.71876434365852E-16,3.49369892403395E-14
Netoglitazone,17,32,86,4046,24.8964342042157,4.00168520938364E-16,3.73524215837775E-14
Hesperetin,20,57,83,4021,16.9572992931795,4.83717735550736E-16,4.48616199155286E-14
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,16,26,87,4052,28.548311764754,5.50474097662803E-16,5.07276536049578E-14
Tocotrienol,21,69,82,4009,14.8489847092844,8.93455436421828E-16,8.18131939311419E-14
Danusertib,15,21,88,4057,32.7673951761027,9.59796001554784E-16,8.73352063704308E-14
Platinum,19,51,84,4027,17.8143121790443,1.15020502881456E-15,1.04007059508864E-13
Prazosin,22,81,81,3997,13.3734994265938,1.26911757436398E-15,1.14046909454888E-13
"2',4,4'-Trihydroxychalcone",18,43,85,4035,19.8147704704339,1.3512823792986E-15,1.19209208467634E-13
Pirfenidone,18,43,85,4035,19.8147704704339,1.3512823792986E-15,1.19209208467634E-13
Serine,18,43,85,4035,19.8147704704339,1.3512823792986E-15,1.19209208467634E-13
Salicylic acid,29,175,74,3903,8.72968050710814,1.90756344691648E-15,1.67264041575827E-13
Carbamazepine,25,119,78,3959,10.646060118648,1.97578717586697E-15,1.72202563768633E-13
AEE-788,17,37,86,4041,21.5282629671941,2.62951143135354E-15,2.26450518918843E-13
Daporinad,17,37,86,4041,21.5282629671941,2.62951143135354E-15,2.26450518918843E-13
Ritonavir,25,121,78,3957,10.4625203187434,2.77512880232342E-15,2.36179262577305E-13
Imipramine,25,121,78,3957,10.4625203187434,2.77512880232342E-15,2.36179262577305E-13
Mitomycin,21,74,82,4004,13.8250328953038,2.91867547918259E-15,2.46943294513676E-13
Sorbitol,17,38,86,4040,20.9528831095307,3.73118494170688E-15,3.13852699098344E-13
Zidovudine,20,66,83,4012,14.6118293022682,5.04693445902137E-15,4.22074486268011E-13
Pazopanib,19,57,84,4021,15.9202247569375,6.16260265606083E-15,5.12415734883383E-13
Isoflavone,16,34,87,4044,21.8158362491154,1.38766453063975E-14,1.14072079483821E-12
Dinaciclib,16,34,87,4044,21.8158362491154,1.38766453063975E-14,1.14072079483821E-12
Propranolol,26,146,77,3932,9.08159820198037,1.61747784611348E-14,1.32212529252114E-12
Daunorubicin,20,71,83,4007,13.5683447443859,1.63583212574385E-14,1.32961611278191E-12
Mitotane,19,61,84,4017,14.8642238353317,1.72711106405099E-14,1.39596578568298E-12
Letrozole,17,43,86,4035,18.4992893334539,1.91715335642848E-14,1.54096185353961E-12
Fluoxetine,27,162,76,3916,8.57728819226384,1.94446882245196E-14,1.55428246692592E-12
Ribavirin,22,95,81,3983,11.36772438024,2.18443376307705E-14,1.73650097403371E-12
Vandetanib,19,62,84,4016,14.6151330016726,2.21265420572205E-14,1.73981577107815E-12
Mesalazine,19,62,84,4016,14.6151330016726,2.21265420572205E-14,1.73981577107815E-12
Iron,21,84,82,3994,12.1534251909034,2.51481236680099E-14,1.96671485327958E-12
Icariin,20,73,83,4005,13.1919112174195,2.56137499316773E-14,1.99235975122429E-12
Ursodeoxycholic acid,25,135,78,3943,9.34826431717679,2.57862759207368E-14,1.99505355193724E-12
"(4R,5R)-1,2-dithiane-4,5-diol",13,16,90,4062,36.5331364296553,2.79296788981638E-14,2.14829556568692E-12
2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid,16,36,87,4042,20.587435065776,2.80639176572828E-14,2.14829556568692E-12
Clofibrate,21,85,82,3993,12.0058180759847,3.0761722920952E-14,2.34241906353693E-12
Rotenone,25,137,78,3941,9.20733945987118,3.47700808721579E-14,2.63378228555948E-12
L-Arginine,19,64,84,4014,14.1523697563047,3.59153732150564E-14,2.7063670285457E-12
Regorafenib,19,65,84,4013,13.931686796349,4.55136617338292E-14,3.41186632323263E-12
Icaritin,15,30,88,4048,22.9217712613939,4.96219912447744E-14,3.68168912912024E-12
TNP-470,15,30,88,4048,22.9217712613939,4.96219912447744E-14,3.68168912912024E-12
"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",19,66,84,4012,13.7177007462832,5.7479202940514E-14,4.24289422124564E-12
Bicalutamide,21,90,82,3988,11.3282843971336,8.14506542096164E-14,5.98185510983029E-12
Tacrine,17,48,86,4030,16.5567200137343,8.37447219722139E-14,6.11927250281817E-12
"1,4-Dithiothreitol",16,40,87,4038,18.5152750457487,1.04127277787853E-13,7.57040261479689E-12
2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine,14,25,89,4053,25.4000403288376,1.11987299883388E-13,8.10114334152257E-12
Cidofovir,13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
Thymectacin,13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
Cilengitide,13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
APR-246,13,19,90,4059,30.7242936410494,1.34518457852444E-13,9.44761524387112E-12
Hydrofluoric acid,20,81,83,3997,11.8658502471402,1.37743429704372E-13,9.62737937058444E-12
Leukotriene D4,20,82,83,3996,11.7173393907483,1.68035926326649E-13,1.16880709644215E-11
Semapimod,14,26,89,4052,24.4295837468905,1.68842427340721E-13,1.16880709644215E-11
Bezafibrate,21,94,82,3984,10.833050776293,1.70914611481304E-13,1.17751767873717E-11
Clenbuterol,18,61,85,4017,13.9120928647195,1.98822831651642E-13,1.35686903821133E-11
Temsirolimus,18,61,85,4017,13.9120928647195,1.98822831651642E-13,1.35686903821133E-11
Lauric Acid,16,43,87,4035,17.2141003161568,2.58335008136429E-13,1.75473362652791E-11
Cholesterol,28,199,75,3879,7.27088489014262,2.64274705505187E-13,1.78669064290469E-11
Pelitinib,15,35,88,4043,19.6334550598531,2.9290672505191E-13,1.97105354310407E-11
Didanosine,13,21,90,4057,27.7988273965195,3.4505825951601E-13,2.31124622599094E-11
Indirubin,16,45,87,4033,16.4429856522689,4.58813558115661E-13,3.0590321959684E-11
Telmisartan,21,100,82,3978,10.1714375190657,4.90661549705381E-13,3.25636494845655E-11
Semaxanib,18,65,85,4013,13.046530203049,4.98665800861282E-13,3.2943748114254E-11
Gentamicin,17,55,86,4023,14.4231291047466,5.29009044761562E-13,3.47894814455655E-11
CHS-828,13,22,90,4056,26.544541223771,5.37922582081086E-13,3.52155958846428E-11
Phenylbutyric acid,18,66,85,4012,12.8463428563415,6.2225274789604E-13,4.05528505803239E-11
Nifedipine,19,78,84,4000,11.5787119289031,7.45632875458862E-13,4.83757514042404E-11
Prednisone,15,38,88,4040,18.0739135825239,7.6576402613542E-13,4.94600419929967E-11
Quinolinic Acid,14,30,89,4048,21.1604205250823,7.71415218426935E-13,4.95484981929838E-11
Oltipraz,18,67,85,4011,12.6520317154821,7.73982954003498E-13,4.95484981929838E-11
CEP-1347,14,31,89,4047,20.4744041054944,1.09738635328339E-12,6.99425137240462E-11
Zinc oxide,14,32,89,4046,19.8312420525012,1.54591930499083E-12,9.8097855247077E-11
Ceruletide,18,74,85,4004,11.4377140064911,3.28091514098232E-12,2.07284607807787E-10
Riluzole,19,87,84,3991,10.357968189583,4.00019881511761E-12,2.51629340653113E-10
Amphotericin B,13,28,90,4050,20.8293499344866,5.68346042871383E-12,3.55965902463405E-10
Cupric sulfate,16,55,87,4023,13.4218237209271,5.9297041846241E-12,3.69787802773995E-10
7-Hydroxystaurosporine,14,37,89,4041,17.1368259116638,7.52969485802096E-12,4.67551004576635E-10
Phenylephrine,17,67,86,4011,11.8081739247808,7.85060919466639E-12,4.85394711160757E-10
Saracatinib,14,38,89,4040,16.6830005752525,1.00974069143666E-11,6.21655148366984E-10
Permethrin,16,59,87,4019,12.5025604339933,1.46165488607249E-11,8.96066783135693E-10
PICEATANNOL,16,60,87,4018,12.2916261690127,1.81470293958638E-11,1.10780860817848E-9
Mocetinostat,12,24,91,4054,22.2121663216658,2.00162119416997E-11,1.21678114853206E-9
Hydrocortisone,24,173,79,3905,6.85117239811462,2.48144334921544E-11,1.50215242292434E-9
Amodiaquine,15,51,88,4027,13.4288409862802,2.53091592083553E-11,1.52571710373856E-9
Silver nitrate,12,25,91,4053,21.3120226911521,2.90257375735046E-11,1.7425039073042E-9
Rutin,17,74,86,4004,10.6806584245364,3.07131486504468E-11,1.83618533504936E-9
Theophylline,21,128,82,3950,7.89403497389313,3.24537131545947E-11,1.9322604221652E-9
Vitamin A,19,101,84,3977,8.89408220395121,3.96280972852333E-11,2.34974607552297E-9
Vemurafenib,15,53,88,4025,12.9176958011361,4.01865404362113E-11,2.3634860977713E-9
L-Lysine,15,53,88,4025,12.9176958011361,4.01865404362113E-11,2.3634860977713E-9
Dimethyl sulfoxide,22,145,81,3933,7.36004164170278,4.05702057366035E-11,2.37639043453798E-9
Haloperidol,23,161,80,3917,6.98783876684661,4.08315313296893E-11,2.38205357920427E-9
Artemisinin,12,26,91,4052,20.4892409001307,4.15654379120025E-11,2.41275919359642E-9
Butyl alcohol,16,64,87,4014,11.5134660447497,4.16913971227336E-11,2.41275919359642E-9
Glyburide,20,116,83,3962,8.2199292289502,4.61203828328557E-11,2.65843913073422E-9
"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",9,8,94,4070,48.4545550885107,4.85526637503841E-11,2.77651535270737E-9
Imexon,9,8,94,4070,48.4545550885107,4.85526637503841E-11,2.77651535270737E-9
Phenolphthalein,15,54,88,4024,12.676054272588,5.0324950253288E-11,2.86653452205223E-9
AICA ribonucleotide,14,44,89,4034,14.3853819041808,5.12752115841977E-11,2.9092083102142E-9
Digoxin,13,35,90,4043,16.6446213913131,5.39766249635983E-11,3.05051594283071E-9
Niclosamide,17,79,86,3999,9.99008312245495,7.53919426697773E-11,4.24423428836275E-9
Edaravone,15,56,88,4022,12.2183005793573,7.79974217977254E-11,4.37389225074248E-9
Hexachlorophene,12,28,91,4050,19.019932334148,8.23399198619034E-11,4.59958040005792E-9
Androstenedione,15,57,88,4021,11.9990307065007,9.65565433395297E-11,5.37298837230777E-9
Trabectedin,11,21,92,4057,23.0138799555121,9.92730403096551E-11,5.50298531788357E-9
2-chloro-5-nitro-N-phenylbenzamide,18,94,85,3984,8.96247016659566,1.06603688382682E-10,5.8867891203175E-9
Cordycepin,14,47,89,4031,13.460547495236,1.07098709969349E-10,5.89163766534579E-9
Epoprostenol,14,48,89,4030,13.1780927068096,1.3556153662646E-10,7.42916655505747E-9
Phosphonotyrosine,11,22,92,4056,21.9730857685272,1.45893498108333E-10,7.93298509264721E-9
Methamphetamine,15,59,88,4019,11.5897125557909,1.46399758654187E-10,7.93298509264721E-9
Formoterol,15,59,88,4019,11.5897125557909,1.46399758654187E-10,7.93298509264721E-9
Myricetin,21,141,82,3937,7.14436623689594,1.65238730003025E-10,8.9204054249672E-9
Acetylcholine,19,111,84,3967,8.07388840495659,1.68161667705363E-10,9.04445212996712E-9
Lenalidomide,14,49,89,4029,12.9069078655053,1.70797560173612E-10,9.15219863250733E-9
"1,10-Phenanthroline",18,99,85,3979,8.4998470803734,2.26129951666717E-10,1.20724756415938E-8
Equol,16,74,87,4004,9.93484577518738,2.71633092557619E-10,1.44484517795488E-8
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,11,24,92,4054,20.1363549819877,3.01903921360719E-10,1.59413732326028E-8
Aleglitazar,11,24,92,4054,20.1363549819877,3.01903921360719E-10,1.59413732326028E-8
Nandrolone,14,52,89,4026,12.1540534299806,3.32790616645466E-10,1.75083781234993E-8
Azithromycin,11,25,92,4053,19.3281577402694,4.25934513505089E-10,2.23275612347156E-8
Sodium Chloride,19,119,84,3959,7.51722113899945,4.85731001110913E-10,2.53701825576607E-8
