drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Celecoxib,27,110,42,1383,8.06086997208399,1.24652704832287E-12,4.47197897272965E-10
Acetylcysteine,24,83,45,1410,9.03251590802908,1.70549212340014E-12,5.8404240153591E-10
Tanespimycin,24,83,45,1410,9.03251590802908,1.70549212340014E-12,5.8404240153591E-10
Regorafenib,20,51,49,1442,11.4938788452899,1.95572581444302E-12,6.54851446266024E-10
Ponatinib,25,93,44,1400,8.52903578335017,2.03391924028978E-12,6.66228503766316E-10
Nitric Oxide,29,134,40,1359,7.3359175983239,2.11084400407301E-12,6.76714711250857E-10
Tacrolimus,28,125,41,1368,7.45562071578056,2.88384328753167E-12,9.0526922298722E-10
Rotenone,23,77,46,1416,9.16581893219711,3.24038678402683E-12,9.90730659138076E-10
Zoledronic acid,24,86,45,1407,8.69995185467165,3.28759469254814E-12,9.90730659138076E-10
Metformin,33,185,36,1308,6.46767603890304,3.70974833573088E-12,1.09602789905523E-9
L-Alanine,26,107,43,1386,7.8116141065065,4.7190284463839E-12,1.34160312819264E-9
Vorinostat,26,107,43,1386,7.8116141065065,4.7190284463839E-12,1.34160312819264E-9
"7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide",27,118,42,1375,7.47224850578262,5.3941640268796E-12,1.50514286832016E-9
Lovastatin,29,140,40,1353,6.989844721693,5.63185268594853E-12,1.54289344297422E-9
Norepinephrine,21,63,48,1430,9.89589769356325,6.38308047121507E-12,1.71747185632196E-9
Propranolol,22,73,47,1420,9.07641825620668,9.5098389161281E-12,2.51388635978511E-9
Hydrocortisone,23,82,46,1411,8.57842801050222,9.84853646826943E-12,2.55853310315769E-9
Berberine,29,146,40,1347,6.67415833504575,1.43717758093654E-11,3.67033545339064E-9
"3,7,3',4'-TETRAHYDROXYFLAVONE",20,59,49,1434,9.88546201021394,1.78586548303949E-11,4.48481806256431E-9
Oxygen,23,85,46,1408,8.2590806207264,1.85762279447382E-11,4.58854540041166E-9
Lapatinib,22,78,47,1415,8.4666663182253,2.90541147911419E-11,6.94887397173195E-9
Chloroquine,22,78,47,1415,8.4666663182253,2.90541147911419E-11,6.94887397173195E-9
Decitabine,29,151,40,1342,6.42987125533177,3.03953366662786E-11,7.15606572450105E-9
Caffeine,27,130,42,1363,6.7238453291557,4.02820947788206E-11,9.33783137097929E-9
Alitretinoin,17,40,52,1453,11.8244927098174,4.46894253716353E-11,1.02025368354382E-8
Dihydrotestosterone,19,55,50,1438,9.89981639312535,4.90729340802544E-11,1.10360728634688E-8
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",25,110,44,1383,7.12612171518863,5.13842036775101E-11,1.13859180673084E-8
Butyric Acid,30,167,39,1326,6.09550412392379,5.338226513245E-11,1.16572267381936E-8
Nandrolone,16,34,53,1459,12.8910593496309,5.50752425345555E-11,1.18551134625065E-8
Doxorubicin,29,157,40,1336,6.1568901089566,7.20700386920833E-11,1.52947979107168E-8
Alpha-Linolenic Acid,21,74,48,1419,8.36478491473782,8.44446300018169E-11,1.767204778838E-8
Triptolide,24,103,45,1390,7.17946254458927,9.14149162643159E-11,1.88686809999085E-8
Isoprenaline,24,104,45,1389,7.10548492362116,1.09153714608852E-10,2.22256328868803E-8
Aldosterone,27,137,42,1356,6.34918971503469,1.18853676450489E-10,2.38780409839206E-8
Geldanamycin,22,85,47,1408,7.73121081623382,1.23512306219066E-10,2.4487473284889E-8
Arachidonic Acid,24,105,45,1388,7.03291523526858,1.30099563285693E-10,2.54584788042341E-8
Carbamazepine,18,52,51,1441,9.74577210823688,1.72474457524873E-10,3.33178924162103E-8
Cisplatin,30,176,39,1317,5.74553814544684,1.76673264028692E-10,3.36969875871402E-8
Cocaine,24,110,45,1383,6.68983111499756,3.04897505974643E-10,5.74263510471095E-8
Dasatinib,21,83,48,1410,7.41153538937965,5.31379074846376E-10,9.88477449448583E-8
Haloperidol,22,93,47,1400,7.02883512221484,5.58987923167808E-10,1.0241324344817E-7
Ketamine,20,74,49,1419,7.80539291148225,5.64139976846595E-10,1.0241324344817E-7
Cholesterol,24,115,45,1378,6.37738891534304,6.8593931381819E-10,1.22679321689969E-7
Erlotinib,20,75,49,1418,7.69624560089983,6.92058736005197E-10,1.22679321689969E-7
Iloprost,17,50,52,1443,9.40221252466518,7.7525396928482E-10,1.35829118991898E-7
Vitamin A,20,76,49,1417,7.58769337747595,8.46616336965408E-10,1.46627263233744E-7
Pioglitazone,23,106,46,1387,6.52738619927908,8.99253808012036E-10,1.53973843213826E-7
Vandetanib,17,51,52,1442,9.2120716973373,9.99974810475566E-10,1.69295880346931E-7
Etoposide,23,107,46,1386,6.46186897632946,1.05927878379002E-9,1.77343428828586E-7
Pravastatin,21,87,48,1406,7.05255145781887,1.12715815349922E-9,1.86634015924649E-7
Adenosine,25,130,44,1363,5.94494517299435,1.23283785409629E-9,2.01913552576459E-7
Leukotriene D4,17,52,52,1441,9.02923439957211,1.2836122680469E-9,2.05756394990184E-7
2-chloro-5-nitro-N-phenylbenzamide,17,52,52,1441,9.02923439957211,1.2836122680469E-9,2.05756394990184E-7
Alvocidib,22,99,47,1394,6.57554131642756,1.58895102098954E-9,2.50823829802594E-7
Acetylcholine,19,70,50,1423,7.70379151243243,1.59805856547805E-9,2.50823829802594E-7
Deoxycholic Acid,19,71,50,1422,7.59032156695959,1.96097354783917E-9,3.04612231156256E-7
Phenylephrine,17,55,52,1438,8.52062024588431,2.64145952892593E-9,4.06130140992225E-7
Kaempherol,20,82,49,1411,7.00506483202047,2.68531123967971E-9,4.08702008131551E-7
Phenethyl Isothiocyanate,18,64,51,1429,7.8582132689154,2.93611809308034E-9,4.42405844652659E-7
Baclofen,14,33,55,1460,11.2119993711866,3.09179347305448E-9,4.61250063328921E-7
Arecoline,17,56,52,1437,8.36318809636134,3.33080166248973E-9,4.92034933090555E-7
Formaldehyde,16,48,53,1445,9.0572742014727,3.42058403184701E-9,5.00392020778057E-7
Ibuprofen,18,65,51,1428,7.73233554447639,3.62790752311098E-9,5.2561797099814E-7
Ursodeoxycholic acid,17,57,52,1436,8.21127619936636,4.18281206807187E-9,6.00242012893799E-7
"1,10-Phenanthroline",16,49,53,1444,8.86691030116319,4.38765114078339E-9,6.17867922355564E-7
Mesalazine,16,49,53,1444,8.86691030116319,4.38765114078339E-9,6.17867922355564E-7
Raloxifene,19,76,50,1417,7.06568511951447,5.22677874817782E-9,7.29218533020596E-7
Vitamin E,20,86,49,1407,6.66152616696998,5.52291086212282E-9,7.63464543481098E-7
Afimoxifene,20,88,49,1405,6.50122285857439,7.81571288563523E-9,1.07059016240805E-6
L-Arginine,15,44,54,1449,9.1162774748768,8.96680834838761E-9,1.21720084520216E-6
Sodium Chloride,18,70,51,1423,7.15421199664308,9.95997475853235E-9,1.32808885085688E-6
Metoprolol,18,70,51,1423,7.15421199664308,9.95997475853235E-9,1.32808885085688E-6
Andrographolide,16,53,53,1440,8.17722480756829,1.13234089105744E-8,1.49664802199152E-6
Zinc sulfate,18,71,51,1422,7.04881867591457,1.20798971736729E-8,1.58275149971449E-6
K-252a,14,38,55,1455,9.71058705382214,1.34887148830543E-8,1.75210416585961E-6
AZD-1480,10,14,59,1479,17.7977516136823,1.75914180653706E-8,2.26200798022144E-6
Fludarabine,16,55,53,1438,7.87000375297031,1.77144961181716E-8,2.26200798022144E-6
Medroxyprogesterone acetate,17,64,52,1429,7.28057296715136,1.85435625510887E-8,2.3479754340492E-6
Diazoxide,15,50,54,1443,7.99268495185002,3.80057692314385E-8,4.77216682750111E-6
Losartan,17,68,52,1425,6.83217824170775,4.03383096648224E-8,5.02319065187274E-6
Indole-3-carbinol,18,78,51,1415,6.3874733255125,4.32412963496778E-8,5.34055277700641E-6
Etretinate,8,7,61,1486,27.621125988391,4.86062511273642E-8,5.95434989514813E-6
Selenium,16,61,53,1432,7.06919922978344,6.17794671903535E-8,7.50705866695238E-6
Serine,13,37,56,1456,9.10324430511971,7.62991528761522E-8,9.19722984004181E-6
Dexamethasone,18,82,51,1411,6.05941416958964,8.49037581721378E-8,1.01532178747443E-5
Verapamil,17,74,52,1419,6.25420312452578,1.18725948213099E-7,1.40860511919993E-5
"(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE",23,141,46,1352,4.78635987714747,1.2024400896697E-7,1.41547047264615E-5
Zinc,19,95,50,1398,5.57992765630929,1.26108223805693E-7,1.47299419423051E-5
Indirubin,13,39,56,1454,8.62614441898022,1.27386019509664E-7,1.47647382259145E-5
Everolimus,16,65,53,1428,6.61464001597139,1.32607025285276E-7,1.52525540873428E-5
Semaxanib,13,40,56,1453,8.40547269406695,1.63029841563508E-7,1.86097488387384E-5
Mevalonic acid,15,57,54,1436,6.98043987676984,1.66782672512065E-7,1.88949881654609E-5
Broxuridine,8,9,61,1484,21.4776753549651,1.71022615581001E-7,1.92307438125285E-5
Pirfenidone,11,26,58,1467,10.6555036795332,1.9204404190287E-7,2.14345517587602E-5
Alvespimycin,14,49,55,1444,7.48044887645961,1.95326219579621E-7,2.16405838114024E-5
Ciglitazone,15,58,54,1435,6.85563627251258,2.02864190051667E-7,2.23116742574282E-5
Bexarotene,13,41,56,1452,8.19555608969616,2.07396084634263E-7,2.26448163748446E-5
Cilostazol,16,68,53,1425,6.31083452561237,2.27758908017987E-7,2.46892506208323E-5
Lycopene,15,59,54,1434,6.73507623068678,2.45888394327781E-7,2.60913783875018E-5
Spironolactone,15,59,54,1434,6.73507623068678,2.45888394327781E-7,2.60913783875018E-5
Ouabain,15,59,54,1434,6.73507623068678,2.45888394327781E-7,2.60913783875018E-5
Tofacitinib,11,27,58,1466,10.2569272684087,2.60940169655139E-7,2.74483623640687E-5
Prazosin,13,42,56,1451,7.99562444913326,2.62320114991275E-7,2.74483623640687E-5
Bosutinib,14,51,55,1442,7.17817350914456,2.9742258423045E-7,3.09067455791847E-5
Fluorouracil,19,102,50,1391,5.17188811506756,3.42319919466015E-7,3.53286182620503E-5
Panobinostat,16,71,53,1422,6.03233792602423,3.81512915136263E-7,3.9105626344803E-5
Carvedilol,13,44,56,1449,7.62298247334328,4.12848760677579E-7,4.20316661943412E-5
Leflunomide,10,22,59,1471,11.2833869071474,4.36128714770533E-7,4.41037735660828E-5
Fenofibrate,19,104,50,1389,5.06571949770053,4.48872751440695E-7,4.4976278404947E-5
Bleomycin,16,72,53,1421,5.94456051274236,4.50726535904319E-7,4.4976278404947E-5
Sevoflurane,18,93,51,1400,5.30248675175929,4.57047954091867E-7,4.53070220625922E-5
Gefitinib,19,105,50,1388,5.01361727550546,5.12852653522539E-7,5.05066440717166E-5
Pazopanib,12,37,57,1456,8.25818658212246,5.32167968889645E-7,5.17326075450681E-5
Lupeol,12,37,57,1456,8.25818658212246,5.32167968889645E-7,5.17326075450681E-5
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,14,54,55,1439,6.76633172670795,5.41840902116063E-7,5.23352766040786E-5
Dopamine,19,106,50,1387,4.96365509853755,5.8509468849716E-7,5.61531132817744E-5
Lidocaine,15,64,54,1429,6.18722714866276,6.12487190176574E-7,5.84100071907614E-5
HESPERIDIN,11,30,58,1463,9.21567474999281,6.16459616329759E-7,5.8419097565601E-5
Potassium Chloride,13,46,56,1447,7.28267126327069,6.36641387786001E-7,5.95821717455559E-5
Gentamicin,13,46,56,1447,7.28267126327069,6.36641387786001E-7,5.95821717455559E-5
"4,4'-PROPANE-2,2-DIYLDIPHENOL",14,55,55,1438,6.63903053652184,6.5668944518632E-7,6.07043437063385E-5
Iron,14,55,55,1438,6.63903053652184,6.5668944518632E-7,6.07043437063385E-5
Fenretinide,15,65,54,1428,6.0880933288148,7.284282407747E-7,6.65196824230762E-5
Salicylic acid,15,65,54,1428,6.0880933288148,7.284282407747E-7,6.65196824230762E-5
Entinostat,14,56,55,1437,6.5163036294066,7.92986236647858E-7,7.19788490782223E-5
Propofol,18,97,51,1396,5.06966140036206,7.97872372297773E-7,7.19886936296128E-5
Acitretin,10,24,59,1469,10.3327915814697,8.25905925052283E-7,7.36361737313637E-5
Risedronate,10,24,59,1469,10.3327915814697,8.25905925052283E-7,7.36361737313637E-5
Halothane,12,39,57,1454,7.82546876167091,8.53731111295149E-7,7.56692663428252E-5
Tazarotene,9,18,60,1475,12.2346164817737,9.4136788842664E-7,8.29488951785159E-5
Saracatinib,10,25,59,1468,9.9141099808407,1.11605079064165E-6,9.77693772938129E-5
Phenytoin,12,41,57,1452,7.43489177935744,1.3375677502261E-6,1.15917599849584E-4
Mephedrone,9,19,60,1474,11.5827308758924,1.33886986326264E-6,1.15917599849584E-4
Liothyronine,11,33,58,1460,8.36358718119396,1.34629456435198E-6,1.15917599849584E-4
Amphetamine,17,90,52,1403,5.0866639066083,1.39931286596635E-6,1.19797980231911E-4
"9,10-Deepithio-9,10-Didehydroacanthifolicin",17,91,52,1402,5.0267167391852,1.60551693141461E-6,1.35907124593706E-4
Prasterone,17,91,52,1402,5.0267167391852,1.60551693141461E-6,1.35907124593706E-4
Sildenafil,14,60,55,1433,6.06480676484069,1.62939035219571E-6,1.37157463843217E-4
Valproic Acid,17,92,52,1401,4.96912423159977,1.83892548034947E-6,1.53935562118309E-4
Alectinib,8,14,61,1479,13.7803857902557,1.88318590696121E-6,1.56769638576166E-4
Alendronic acid,12,43,57,1450,7.08018011044316,2.05065640329863E-6,1.69773087583616E-4
Plicamycin,13,52,56,1441,6.41799605943067,2.09587954206013E-6,1.7125880976102E-4
Guanine,13,52,56,1441,6.41799605943067,2.09587954206013E-6,1.7125880976102E-4
Fluoxetine,17,93,52,1400,4.91232655165474,2.1026999928471E-6,1.7125880976102E-4
Ceruletide,11,35,58,1458,7.87661505311616,2.18239998624888E-6,1.76794496905649E-4
Purvalanol,12,44,57,1449,6.91490523250825,2.51993690363867E-6,2.03046448067531E-4
Mannitol,10,28,59,1465,8.83730675783273,2.58422436143685E-6,2.07118886945551E-4
Mitomycin,13,54,56,1439,6.17061722658191,3.0200722004571E-6,2.40770269057906E-4
Butyl alcohol,14,64,55,1429,5.67098452856151,3.18467075114466E-6,2.52556339775587E-4
Lauric Acid,11,37,58,1456,7.44219896530048,3.44446713269716E-6,2.70313759619257E-4
Flurbiprofen,11,37,58,1456,7.44219896530048,3.44446713269716E-6,2.70313759619257E-4
Taurine,13,55,56,1438,6.0546816765403,3.60583596188317E-6,2.81511404331525E-4
Prednisolone,12,46,57,1447,6.60596258330181,3.75171248880745E-6,2.91390343620829E-4
7-ethyl-10-hydroxycamptothecin,11,38,58,1455,7.24209206298317,4.28750110116774E-6,3.31296593067965E-4
Thalidomide,13,57,56,1436,5.83483220518214,5.08812854652146E-6,3.88971930552815E-4
Hydroquinone,13,57,56,1436,5.83483220518214,5.08812854652146E-6,3.88971930552815E-4
Glyburide,14,67,55,1426,5.40625547746522,5.11135583506696E-6,3.88971930552815E-4
Framycetin,11,39,58,1454,7.05165155009767,5.30609392544473E-6,4.01762310984156E-4
Celiprolol,10,31,59,1462,7.96878417096428,5.5103400074035E-6,4.13075727411089E-4
Flutamide,10,31,59,1462,7.96878417096428,5.5103400074035E-6,4.13075727411089E-4
Magnesium,14,68,55,1425,5.32319632493272,5.95336802020694E-6,4.44077426301696E-4
Ritonavir,13,58,56,1435,5.73052930062401,6.01469918349015E-6,4.46442169818128E-4
Hydralazine,11,40,58,1453,6.87109666420677,6.53049369933587E-6,4.79998069038673E-4
Prednisone,11,40,58,1453,6.87109666420677,6.53049369933587E-6,4.79998069038673E-4
Nifedipine,12,49,57,1444,6.18825678779692,6.59553828861887E-6,4.82425618203415E-4
Mifepristone,13,59,56,1434,5.62966758521965,7.08784596641996E-6,5.13450135082597E-4
Deferoxamine,13,59,56,1434,5.62966758521965,7.08784596641996E-6,5.13450135082597E-4
Myricetin,14,70,55,1423,5.16343974849869,8.01674632751742E-6,5.75209676430214E-4
Dimethyl sulfoxide,14,70,55,1423,5.16343974849869,8.01674632751742E-6,5.75209676430214E-4
Levothyroxine,9,25,60,1468,8.77748869904905,8.21492850206144E-6,5.81127625155647E-4
Calcidiol,9,25,60,1468,8.77748869904905,8.21492850206144E-6,5.81127625155647E-4
Alogliptin,9,25,60,1468,8.77748869904905,8.21492850206144E-6,5.81127625155647E-4
GW-501516,13,60,56,1433,5.53230281190002,8.32722246579287E-6,5.83591615646482E-4
Nitroglycerin,13,60,56,1433,5.53230281190002,8.32722246579287E-6,5.83591615646482E-4
Bepridil,10,33,59,1460,7.4773810276421,8.77865986413398E-6,6.12381141084486E-4
Promazine,12,51,57,1442,5.93828438379092,9.4167036761028E-6,6.53862614978034E-4
Cupric sulfate,11,42,58,1451,6.53583703929442,9.73869604272901E-6,6.66999436301615E-4
Niclosamide,11,42,58,1451,6.53583703929442,9.73869604272901E-6,6.66999436301615E-4
Dalfampridine,11,42,58,1451,6.53583703929442,9.73869604272901E-6,6.66999436301615E-4
Ketanserin,9,26,60,1467,8.43538282516161,1.06722323252451E-5,7.27629559603988E-4
Cabozantinib,8,19,61,1474,10.1337034158708,1.09440815174967E-5,7.42803055194872E-4
"3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE",12,52,57,1441,5.82040556191856,1.11891303358586E-5,7.56029612083746E-4
Telmisartan,13,62,56,1431,5.34676883488953,1.13941914891792E-5,7.66448241427369E-4
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",12,53,57,1440,5.70693480378393,1.32479795721903E-5,8.84897759251374E-4
Bicalutamide,13,63,56,1430,5.25841370877181,1.32725447402694E-5,8.84897759251374E-4
Trichloroethylene,10,35,59,1458,7.04124628461185,1.36059408461991E-5,9.03129561219105E-4
Nilotinib,9,27,60,1466,8.11859907259299,1.3732463347132E-5,9.03566878236274E-4
Flavin adenine dinucleotide,9,27,60,1466,8.11859907259299,1.3732463347132E-5,9.03566878236274E-4
Dactolisib,11,44,58,1449,6.22942639120799,1.42438583690305E-5,9.29101162269508E-4
Temsirolimus,11,44,58,1449,6.22942639120799,1.42438583690305E-5,9.29101162269508E-4
Netoglitazone,8,20,61,1473,9.62219280880122,1.47861661791903E-5,9.60317702029506E-4
Aripiprazole,12,54,57,1439,5.59763914268039,1.56318620101607E-5,0.00100656584979541
Ellagic Acid,12,54,57,1439,5.59763914268039,1.56318620101607E-5,0.00100656584979541
Clonidine,10,36,59,1457,6.84149045216558,1.67791466406298E-5,0.00107584410331033
L-Lysine,11,45,58,1448,6.08740659221399,1.71097058383485E-5,0.00108778116187936
Amlodipine,11,45,58,1448,6.08740659221399,1.71097058383485E-5,0.00108778116187936
Fenfluramine,10,37,59,1456,6.65255803954013,2.05706783876585E-5,0.00130232384912232
Phenylbutyric acid,14,77,55,1416,4.67228812387227,2.11484781611561E-5,0.00133330208029921
"(10E,12Z)-octadeca-10,12-dienoic acid",9,29,60,1464,7.55047827655852,2.21452090795991E-5,0.00138455457472434
D-Serine,9,29,60,1464,7.55047827655852,2.21452090795991E-5,0.00138455457472434
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,7,15,62,1478,11.0760021109942,2.43241957709967E-5,0.00149912251926824
Dronabinol,11,47,58,1446,5.82119147124368,2.43756315024667E-5,0.00149912251926824
Olomoucine,11,47,58,1446,5.82119147124368,2.43756315024667E-5,0.00149912251926824
Orantinib,11,47,58,1446,5.82119147124368,2.43756315024667E-5,0.00149912251926824
Formoterol,10,38,59,1455,6.47376655791756,2.50775760863324E-5,0.00153602323854347
Lactic Acid,9,30,60,1463,7.29475385048612,2.77824692424711E-5,0.00167447308072776
Epoprostenol,9,30,60,1463,7.29475385048612,2.77824692424711E-5,0.00167447308072776
Adenosine 5'-[γ-thio]triphosphate,9,30,60,1463,7.29475385048612,2.77824692424711E-5,0.00167447308072776
Sphingosine,9,30,60,1463,7.29475385048612,2.77824692424711E-5,0.00167447308072776
Rolipram,12,58,57,1435,5.19800363754994,2.93415213598065E-5,0.00176139290789304
Rosuvastatin,12,60,57,1433,5.01882088726094,3.94855825289746E-5,0.00236094214766714
Naloxone,11,50,58,1443,5.46149300914492,4.02485203250231E-5,0.0023970480193007
Guanosine,9,32,60,1461,6.83005925463247,4.27752000686005E-5,0.00253749777105524
Mocetinostat,8,24,61,1469,8.00215065753039,4.3400071689401E-5,0.0025544524219892
Quinolinic Acid,8,24,61,1469,8.00215065753039,4.3400071689401E-5,0.0025544524219892
Camptothecin,12,61,57,1432,4.93219775881042,4.5615095984027E-5,0.00267437809403056
Captopril,11,51,58,1442,5.35093659702323,4.72265321584913E-5,0.00275812336355964
S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,6,11,63,1482,12.7684224684711,5.037135559581E-5,0.00293042905201238
Candesartan,9,33,60,1460,6.61917568663581,5.25374307570366E-5,0.00303780001974157
Edaravone,10,42,59,1451,5.8415658910948,5.26201826678134E-5,0.00303780001974157
Amitriptyline,13,73,56,1420,4.50778328528911,5.32629650092541E-5,0.00306317200355032
Cannabidiol,5,6,64,1487,19.2376229907751,5.47265979004457E-5,0.00312350251941203
Nabilone,5,6,64,1487,19.2376229907751,5.47265979004457E-5,0.00312350251941203
"3,3'-diindolylmethane",11,52,58,1441,5.24462712973986,5.5224765106689E-5,0.00313166048774527
L-Tyrosine,8,25,61,1468,7.67806671994016,5.52852111864608E-5,0.00313166048774527
Bretylium,7,18,62,1475,9.21769513665377,6.16369994810515E-5,0.00343973560059592
Procainamide,7,18,62,1475,9.21769513665377,6.16369994810515E-5,0.00343973560059592
Motesanib,7,18,62,1475,9.21769513665377,6.16369994810515E-5,0.00343973560059592
Phosphonotyrosine,7,18,62,1475,9.21769513665377,6.16369994810515E-5,0.00343973560059592
Glutamic Acid,10,43,59,1450,5.70217086266884,6.25926214178329E-5,0.00348017582710217
Nimodipine,9,34,60,1459,6.42114831478301,6.41206348169227E-5,0.00355202689834047
Rbt205 Inhibitor,11,53,58,1440,5.1423231328586,6.43642364742197E-5,0.00355246093839772
Propanoic Acid,8,26,61,1467,7.37885146056182,6.9768375089353E-5,0.00382272671019623
Busulfan,8,26,61,1467,7.37885146056182,6.9768375089353E-5,0.00382272671019623
Isoflurane,14,87,55,1406,4.10740785629897,7.16268752809921E-5,0.00391033765440238
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",6,12,63,1481,11.6993289578955,7.29413262253325E-5,0.00396772188471019
Naproxen,11,54,58,1439,5.04410749696962,7.47768073246331E-5,0.00405293332482467
Sitagliptin,9,35,60,1458,6.2320279144062,7.77893167148833E-5,0.00418609675321533
Hexachlorophene,9,35,60,1458,6.2320279144062,7.77893167148833E-5,0.00418609675321533
Marizomib,7,19,62,1474,8.72837971777035,8.14052518364899E-5,0.0043650923956424
Levodopa,11,55,58,1438,4.94821116001194,8.66057963875276E-5,0.00460694811132331
Riluzole,11,55,58,1438,4.94821116001194,8.66057963875276E-5,0.00460694811132331
Zidovudine,8,27,61,1466,7.10071594621344,8.72783433157556E-5,0.00460694811132331
Pentoxifylline,10,45,59,1448,5.44188178806357,8.74444030514417E-5,0.00460694811132331
Doxazosin,10,45,59,1448,5.44188178806357,8.74444030514417E-5,0.00460694811132331
Corticosterone,12,66,57,1427,4.54339065098871,9.03120479138094E-5,0.00474144950983296
Pimagedine,9,36,60,1457,6.05550596236418,9.38351606820542E-5,0.00490930993411868
Acetaminophen,13,78,56,1415,4.20456819284211,9.84119672903751E-5,0.0051309455674617
