drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Gefitinib,29,191,25,1281,7.76388867796086,4.71142362603533E-12,7.37399916953365E-10
Quercetin,37,339,17,1133,7.26204460774695,5.03424360602011E-12,7.72475980547502E-10
"7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide",27,162,27,1310,8.06577692688199,5.65109806454709E-12,8.50453226980719E-10
ATP,40,408,14,1064,7.43881512629327,5.79387253116054E-12,8.55488153346085E-10
AICA ribonucleotide,13,19,41,1453,24.0565167400022,6.37557736142502E-12,9.0904304891291E-10
Vemurafenib,16,39,38,1433,15.3846617136292,6.38890170610444E-12,9.0904304891291E-10
Tocotrienol,15,32,39,1440,17.2038018920717,7.29720250252462E-12,1.01973964666629E-9
Sirolimus,37,344,17,1128,7.12511432342278,7.83179334498251E-12,1.0686651650659E-9
Bleomycin,24,123,30,1349,8.74892923527103,7.92042914822269E-12,1.0686651650659E-9
Palmitic Acid,31,229,23,1243,7.30112557769487,8.33056063908046E-12,1.10495133671486E-9
Ceruletide,19,67,35,1405,11.3355471824074,9.67816647845221E-12,1.26230054932055E-9
Lovastatin,34,287,20,1185,7.00679517194442,1.1379994730291E-11,1.45993378604193E-9
Nicotine,38,371,16,1101,7.03717975430853,1.21617494441187E-11,1.53505978952793E-9
Sunitinib,18,61,36,1411,11.5173271610421,2.26844334109924E-11,2.81778803173439E-9
Temsirolimus,15,36,39,1436,15.2558486733543,2.80192644874752E-11,3.4260815019344E-9
Myricetin,21,97,33,1375,8.99304677359343,4.91788902954886E-11,5.86235192016223E-9
Dactolisib,16,46,38,1426,12.990763562119,4.94418699699191E-11,5.86235192016223E-9
Etoposide,26,165,28,1307,7.33832796861488,5.70353044137336E-11,6.66177398766423E-9
Semaxanib,14,31,40,1441,16.1758159112079,6.18130324121438E-11,7.1136430653781E-9
GW-501516,16,47,38,1425,12.7097926741632,6.46640026811896E-11,7.33389058382216E-9
Celecoxib,27,182,27,1290,7.07197630008421,7.01627614424889E-11,7.84385518014521E-9
Vorinostat,26,168,28,1304,7.19113591974342,8.28595557606829E-11,9.13282603415809E-9
L-Alanine,24,140,30,1332,7.59388592442181,9.51149112167102E-11,1.03380122795592E-8
"4,4'-PROPANE-2,2-DIYLDIPHENOL",18,68,36,1404,10.2850488376675,1.06485402624285E-10,1.14153215796105E-8
Equol,18,69,36,1403,10.1293231893462,1.31108112687464E-10,1.38649650528362E-8
Isoflavone,12,20,42,1452,20.5947540005818,1.4428573241168E-10,1.50550796734391E-8
Dinoprostone,26,173,28,1299,6.95571131520846,1.51954251001253E-10,1.56466077485527E-8
Cholesterol,27,189,27,1283,6.77392485377241,1.57776815674795E-10,1.60351635837218E-8
Entinostat,18,70,36,1402,9.97804005429598,1.60945029326218E-10,1.61474481588748E-8
Cupric sulfate,16,51,38,1421,11.6805733075408,1.79737632550813E-10,1.78046261458279E-8
Deoxycholic Acid,24,145,30,1327,7.30297689376534,1.85853545978356E-10,1.81210901839489E-8
Raloxifene,20,93,34,1379,8.69612461776903,1.87563534174725E-10,1.81210901839489E-8
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",27,194,27,1278,6.57469921647589,2.75811487539686E-10,2.63220331322316E-8
Alendronic acid,14,36,40,1436,13.8893441614685,3.05929090965039E-10,2.88445399815824E-8
Acetylcysteine,25,164,29,1308,6.86032945269809,3.2070810050596E-10,2.98780037034577E-8
Doxazosin,17,64,37,1408,10.070551139622,3.88021241149262E-10,3.57237883806337E-8
Cediranib,11,17,43,1455,21.7308278097304,5.19260604469695E-10,4.7014390259288E-8
Paclitaxel,32,290,22,1182,5.9190164768274,5.22671870247524E-10,4.7014390259288E-8
Guanosine,15,47,39,1425,11.6094052251914,6.20857313285316E-10,5.52115655956078E-8
Staurosporine,23,143,31,1329,6.87903190489293,9.09090962912543E-10,7.99352370428904E-8
Tauroursodeoxycholic acid,13,32,41,1440,14.192773688961,9.58170678299322E-10,8.33146358354105E-8
Finasteride,12,25,42,1447,16.4388411062928,1.03841229964405E-9,8.92995693511197E-8
Lipoic Acid,11,19,43,1453,19.4284852484792,1.25259764144787E-9,1.06547851204291E-7
"3,7,3',4'-TETRAHYDROXYFLAVONE",18,82,36,1390,8.45000989745807,1.53197248257413E-9,1.28910694823326E-7
Quinacrine,17,71,37,1401,9.03610229836444,1.56222383679594E-9,1.30057780939939E-7
2-chloro-5-nitro-N-phenylbenzamide,15,51,39,1421,10.6729659423875,1.61933111665203E-9,1.3200347417514E-7
Phenylbutyric acid,15,51,39,1421,10.6729659423875,1.61933111665203E-9,1.3200347417514E-7
Vitamin E,23,148,31,1324,6.6224773549431,1.6936153212029E-9,1.36635632915258E-7
Hypericin,13,35,41,1437,12.95411267614,2.34283007096736E-9,1.8708356938867E-7
Melatonin,26,198,28,1274,5.9635523206777,2.40940488424664E-9,1.90456379828206E-7
Everolimus,15,53,39,1419,10.2601634155798,2.54552654976708E-9,1.95836225118879E-7
Captopril,15,53,39,1419,10.2601634155798,2.54552654976708E-9,1.95836225118879E-7
Dihydrogenphosphate Ion,18,85,36,1387,8.13524461003727,2.55253830270055E-9,1.95836225118879E-7
Bicalutamide,17,74,37,1398,8.65259311771479,2.72110706582128E-9,2.06742297683054E-7
"N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide",10,15,44,1457,21.9085467218974,2.85585056512352E-9,2.14893397808932E-7
Malonaldehyde,9,10,45,1462,28.971862482771,3.10210972638835E-9,2.31200510987632E-7
Saracatinib,15,55,39,1417,9.87179797478929,3.93625211548089E-9,2.90601582556982E-7
Prasterone,19,100,35,1372,7.42804826616367,4.01729139308791E-9,2.93812649746794E-7
GM6001,11,22,43,1450,16.7576969269378,4.09759609388083E-9,2.96911025434618E-7
7-ethyl-10-hydroxycamptothecin,14,46,40,1426,10.8061738602934,4.38380251434878E-9,3.14735272171872E-7
Adenosine,26,206,28,1266,5.69647190976706,5.36679000099548E-9,3.81806088886829E-7
Testosterone,29,260,25,1212,5.39891542091015,5.60153517390531E-9,3.94916265853399E-7
Alvocidib,25,191,29,1281,5.77102719456742,6.35648683221817E-9,4.44140177971117E-7
Apitolisib,10,17,44,1455,19.317733157406,6.98461849893319E-9,4.83710126693221E-7
"9,10-Deepithio-9,10-Didehydroacanthifolicin",20,117,34,1355,6.79601071731194,7.04663078006914E-9,4.83723958749095E-7
Carvedilol,12,31,42,1441,13.2139270164371,7.34442788003572E-9,4.99782521089961E-7
Decitabine,23,161,31,1311,6.02881091486017,7.69432861806209E-9,5.19079257500696E-7
Pioglitazone,22,147,32,1325,6.18261286105296,8.70477471105862E-9,5.82227356217816E-7
Aminacrine,12,32,42,1440,12.7938304402743,9.83637974232485E-9,6.52340305508929E-7
Indomethacin,25,196,29,1276,5.60218272573229,1.04782573028872E-8,6.8906950516693E-7
Pelitinib,10,18,44,1454,18.2376319470577,1.05764839958574E-8,6.89732997855292E-7
Cerivastatin,28,250,26,1222,5.25580381186061,1.17497732090264E-8,7.59915052219889E-7
Tacrolimus,23,165,31,1307,5.86548982929522,1.19234183418964E-8,7.64824663587588E-7
Ipatasertib,9,13,45,1459,22.2731754079176,1.5396856767283E-8,9.56274241880669E-7
6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,9,13,45,1459,22.2731754079176,1.5396856767283E-8,9.56274241880669E-7
Acadesine,9,13,45,1459,22.2731754079176,1.5396856767283E-8,9.56274241880669E-7
GSK-690693,9,13,45,1459,22.2731754079176,1.5396856767283E-8,9.56274241880669E-7
Rbt205 Inhibitor,20,124,34,1348,6.37959284297651,1.74629865415935E-8,1.07605812632226E-6
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,11,27,43,1445,13.6190132605291,2.23011014140474E-8,1.36344390948565E-6
Agmatine,13,44,41,1428,10.2488662661853,2.35345355519761E-8,1.42769965640706E-6
Vandetanib,15,66,39,1406,8.16834921775,3.36448409268271E-8,2.02533123372838E-6
Belinostat,13,46,41,1426,9.7929993682011,3.69317868533857E-8,2.17684951157775E-6
Iron,17,90,37,1382,7.03675448386885,3.71224351943105E-8,2.17684951157775E-6
Zoledronic acid,23,176,31,1296,5.45341520600671,3.74336608044233E-8,2.17684951157775E-6
Triptolide,23,176,31,1296,5.45341520600671,3.74336608044233E-8,2.17684951157775E-6
7-Hydroxystaurosporine,16,78,38,1394,7.50206953988143,3.75527064149544E-8,2.17684951157775E-6
Tadalafil,9,15,45,1457,19.2919590680345,3.83307404334307E-8,2.20561259684707E-6
Panobinostat,17,91,37,1381,6.95457745345902,4.29849859452247E-8,2.44292619759532E-6
Fluorouracil,25,211,29,1261,5.14360324299507,4.30792863312461E-8,2.44292619759532E-6
K-252a,13,48,41,1424,9.37179584465461,5.68729895453852E-8,3.20193263542234E-6
Azilsartan medoxomil,9,16,45,1456,18.0800884615881,5.82853659843531E-8,3.2580100932727E-6
Mitoglitazone,7,6,47,1466,36.012075480824,6.83479755870515E-8,3.79338983621383E-6
Propanoic Acid,11,31,43,1441,11.8316181157847,7.13022794629372E-8,3.92948832633568E-6
Indole-3-carbinol,18,108,36,1364,6.30052052709784,7.45740582404165E-8,4.08105712007917E-6
Andrographolide,17,95,37,1377,6.64318976206703,7.59778183505811E-8,4.12900358647676E-6
5'-Guanosine-Diphosphate-Monothiophosphate,13,50,41,1422,8.98564177488088,8.60626486975503E-8,4.6448066363684E-6
Rilmenidine,9,17,45,1455,17.0103339983246,8.6750638941738E-8,4.64986944854158E-6
Idelalisib,10,24,44,1448,13.6393882863268,8.99063216288988E-8,4.75389349240828E-6
Ganciclovir,10,24,44,1448,13.6393882863268,8.99063216288988E-8,4.75389349240828E-6
Lithium,23,186,31,1286,5.12105019545224,9.87076994611776E-8,5.18424711853965E-6
Capsaicin,25,221,29,1251,4.8724192880816,1.03563159348215E-7,5.40299996804895E-6
Pirfenidone,11,33,43,1439,11.1050352829804,1.21104928011971E-7,6.27633045889251E-6
Ouabain,19,126,35,1346,5.78707446551656,1.22772832742349E-7,6.3209102194922E-6
Mifepristone,16,86,38,1386,6.76839173354761,1.27010856908136E-7,6.49636396306319E-6
ZSTK-474,7,7,47,1465,30.867627785059,1.32992097673654E-7,6.75812232747464E-6
Fenofibrate,18,114,36,1358,5.9428162788268,1.58166889619339E-7,7.98554955945955E-6
Clodronic Acid,9,19,45,1453,15.2058349113203,1.81608095821327E-7,9.05224887708503E-6
Midostaurin,9,19,45,1453,15.2058349113203,1.81608095821327E-7,9.05224887708503E-6
Dexanabinol,10,27,44,1445,12.1079687894678,2.20253974499793E-7,1.09090667809727E-5
Oxygen,21,163,33,1309,5.10146093274902,2.47764241119462E-7,1.21944561235756E-5
Dronabinol,16,91,38,1381,6.37433718510395,2.56042422445549E-7,1.25231296866239E-5
Latrepirdine,6,4,48,1468,45.3077799200617,2.79837947355355E-7,1.34350700571583E-5
Sapanisertib,6,4,48,1468,45.3077799200617,2.79837947355355E-7,1.34350700571583E-5
AZD-8055,6,4,48,1468,45.3077799200617,2.79837947355355E-7,1.34350700571583E-5
Dihydrotestosterone,17,105,37,1367,5.96744925647439,2.8332999918715E-7,1.35197806525122E-5
Salicylic acid,15,81,39,1391,6.58819661102397,3.6891360695399E-7,1.74969222921099E-5
Dexamethasone,21,168,33,1304,4.93107172621362,3.99853741686007E-7,1.88501152382488E-5
Merimepodib,8,15,46,1457,16.7828241441191,4.7270534300569E-7,2.1760181981164E-5
Mubritinib,8,15,46,1457,16.7828241441191,4.7270534300569E-7,2.1760181981164E-5
BMS-599626,8,15,46,1457,16.7828241441191,4.7270534300569E-7,2.1760181981164E-5
Neratinib,8,15,46,1457,16.7828241441191,4.7270534300569E-7,2.1760181981164E-5
Miltefosine,9,22,45,1450,13.113390807782,4.88504037121618E-7,2.22259658920728E-5
Hydroxyfasudil,9,22,45,1450,13.113390807782,4.88504037121618E-7,2.22259658920728E-5
Triciribine,11,39,43,1433,9.36392295624451,5.02377882282326E-7,2.27250758269191E-5
Lenalidomide,11,40,43,1432,9.12428925666462,6.23600858746042E-7,2.79629103966754E-5
Fenretinide,23,207,31,1265,4.52749402308106,6.25315921297808E-7,2.79629103966754E-5
Lonidamine,10,31,44,1441,10.5227280197702,6.36263301778565E-7,2.81309592580009E-5
Orantinib,10,31,44,1441,10.5227280197702,6.36263301778565E-7,2.81309592580009E-5
Beta carotene,7,10,47,1462,21.6085728268158,6.93993173575279E-7,3.05109780533725E-5
Fludarabine,15,86,39,1386,6.1837780096828,7.38301525954081E-7,3.20983120046889E-5
Theophylline,15,86,39,1386,6.1837780096828,7.38301525954081E-7,3.20983120046889E-5
Amphotericin B,8,17,46,1455,14.7992403613535,9.87119598789454E-7,4.26787934386791E-5
Eflornithine,13,64,41,1408,6.95753009505965,1.04702488362604E-6,4.50201096615291E-5
Spironolactone,14,76,40,1396,6.41265233221213,1.05420058295515E-6,4.50809537496151E-5
Ponatinib,20,165,34,1307,4.6521024056353,1.36296002647066E-6,5.79677213546138E-5
Caffeine,21,182,33,1290,4.50374888200735,1.40046532304138E-6,5.92408886487901E-5
"3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE",13,66,41,1406,6.73536423922662,1.42690517972688E-6,6.00348048864824E-5
Plicamycin,14,79,40,1393,6.15664561607916,1.60017180776667E-6,6.69647021291001E-5
Tranilast,10,35,44,1437,9.29563160705251,1.62481442284654E-6,6.76342766309459E-5
Gatifloxacin,9,27,45,1445,10.6590327761045,1.99053522389724E-6,8.1556284679514E-5
CEP-1347,9,27,45,1445,10.6590327761045,1.99053522389724E-6,8.1556284679514E-5
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,9,27,45,1445,10.6590327761045,1.99053522389724E-6,8.1556284679514E-5
Perhexiline,6,7,48,1465,25.9354277735432,2.10598457385851E-6,8.58370710751664E-5
Mannitol,12,57,42,1415,7.07346449805099,2.1218053004219E-6,8.60338096450604E-5
Flurbiprofen,13,69,41,1403,6.4303442310258,2.22880722678119E-6,8.99066282244815E-5
Arachidonic Acid,20,171,34,1301,4.4686537912074,2.31275142452759E-6,9.28143823720807E-5
Histamine,22,206,32,1266,4.2194721460219,2.39212405969885E-6,9.55099375440821E-5
Dacomitinib,7,13,47,1459,16.6070034196678,2.54731816673699E-6,1.01190070847064E-4
Titanium dioxide,12,59,42,1413,6.82475561624963,2.92191029741621E-6,1.15484213771454E-4
Spermidine,9,29,45,1443,9.90930955019009,3.26360333173514E-6,1.2834094260854E-4
Budesonide,12,60,42,1412,6.7066374695288,3.41415536205075E-6,1.33590082333599E-4
Potassium Chloride,11,49,43,1423,7.40752222247486,3.52424822664167E-6,1.37211769702065E-4
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",7,14,47,1458,15.4179323434009,3.71736240455214E-6,1.42602016967996E-4
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,7,14,47,1458,15.4179323434009,3.71736240455214E-6,1.42602016967996E-4
9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,7,14,47,1458,15.4179323434009,3.71736240455214E-6,1.42602016967996E-4
"2',4,4'-Trihydroxychalcone",11,50,43,1422,7.25488095031445,4.18549792970803E-6,1.59776978346211E-4
Rotenone,16,115,38,1357,4.95918569426392,4.44941831487934E-6,1.69027337682793E-4
Afatinib,8,22,46,1450,11.4079139219035,4.65730140403082E-6,1.75223335484503E-4
Letrozole,8,22,46,1450,11.4079139219035,4.65730140403082E-6,1.75223335484503E-4
Phenethyl Isothiocyanate,17,131,37,1341,4.6952632253044,4.88479197250046E-6,1.82724913469909E-4
Guanosine-5'-Triphosphate,20,180,34,1292,4.21638082713381,4.90338649259127E-6,1.82724913469909E-4
Etodolac,11,51,43,1421,7.10820115334931,4.95319011659666E-6,1.83706056963143E-4
Taurine,14,88,40,1384,5.49210836360762,5.07356680667322E-6,1.87283042342384E-4
"3,3'-diindolylmethane",12,63,42,1409,6.37306448709673,5.35936458520969E-6,1.96904042271702E-4
Guanine,11,53,43,1419,6.83062884052628,6.86666225326013E-6,2.51103546411638E-4
Mesalazine,15,105,39,1367,4.998396744459,7.19787860834264E-6,2.61991373315059E-4
N-Ethylmaleimide,8,24,46,1448,10.4464472996073,7.92262696700787E-6,2.87036013679228E-4
Uric Acid,9,33,45,1439,8.68975223001077,8.00322663254201E-6,2.88619928443772E-4
Disulfiram,11,54,43,1418,6.69981539468105,8.04578333104206E-6,2.8882366373062E-4
Bexarotene,11,55,43,1417,6.57377422941257,9.3982765142809E-6,3.35834289835799E-4
VTP-194204,8,25,46,1447,10.0229048655007,1.01746794939103E-5,3.61925339218262E-4
Rutin,10,45,44,1427,7.18672747188017,1.13579897503079E-5,4.02188947844151E-4
Arecoline,16,125,38,1347,4.52970539868295,1.19943648316617E-5,4.22809964013916E-4
Haloperidol,17,141,37,1331,4.33053052106562,1.22757820167599E-5,4.30789627833391E-4
Vitamin A,12,69,42,1403,5.79598230164043,1.23613549292849E-5,4.31856033306758E-4
Valproic Acid,16,126,38,1346,4.49050762322966,1.31752040601745E-5,4.58242921930766E-4
Nilotinib,6,11,48,1461,16.4950515696605,1.36099926567257E-5,4.71270640857775E-4
Aliskiren,7,18,47,1454,11.9686268723718,1.3766824645895E-5,4.74601227046378E-4
Nitroglycerin,12,70,42,1402,5.70931375040501,1.4098363106857E-5,4.81785963148593E-4
Hydroquinone,12,70,42,1402,5.70931375040501,1.4098363106857E-5,4.81785963148593E-4
Adenosine 5'-[γ-thio]triphosphate,10,47,44,1425,6.86962183050931,1.58819366411068E-5,5.40376627283649E-4
Solamargine,5,6,49,1466,24.7229718760925,1.811598641742E-5,6.05852720329025E-4
Sapitinib,5,6,49,1466,24.7229718760925,1.811598641742E-5,6.05852720329025E-4
OSI-930,5,6,49,1466,24.7229718760925,1.811598641742E-5,6.05852720329025E-4
PD-0325901,5,6,49,1466,24.7229718760925,1.811598641742E-5,6.05852720329025E-4
Rifabutin,7,19,47,1453,11.3356010086594,1.83277081961402E-5,6.10325102347312E-4
Ethinyl Estradiol,11,60,43,1412,6.00519758616537,1.9578109577493E-5,6.49201754997031E-4
Bicine,4,2,50,1470,57.9720696975421,1.99847659540564E-5,6.57117514333424E-4
Ioversol,4,2,50,1470,57.9720696975421,1.99847659540564E-5,6.57117514333424E-4
Ciglitazone,15,116,39,1356,4.48848570810606,2.18398312929638E-5,7.15109111412124E-4
Cyproheptadine,11,61,43,1411,5.90290132386431,2.24929209933924E-5,7.30381473353897E-4
Acitretin,11,61,43,1411,5.90290132386431,2.24929209933924E-5,7.30381473353897E-4
1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,8,29,46,1443,8.62236870917352,2.53493185826338E-5,8.1973193915191E-4
Ribavirin,10,50,44,1422,6.44694202326687,2.55558860606256E-5,8.230109299105E-4
Leukotriene D4,14,103,40,1369,4.6436633491441,2.64824427233156E-5,8.49354806065454E-4
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",6,13,48,1459,13.9502810137616,2.82444147397518E-5,9.02168021537294E-4
Diazoxide,11,63,43,1409,5.707999248361,2.9471356885291E-5,9.3753169275909E-4
Alectinib,5,7,49,1465,21.1938455919416,3.02234503490644E-5,9.57564467956507E-4
N5-Iminoethyl-L-Ornithine,6,14,48,1458,12.9490925270189,3.92574561281867E-5,0.0012387720742487
Carbamazepine,11,66,43,1406,5.43756354373391,4.34404356819989E-5,0.00136526123302427
Amuvatinib,4,3,50,1469,38.7971222495416,4.54070320521516E-5,0.00142135984033902
Motesanib,5,8,49,1464,18.5450420790195,4.77968664585682E-5,0.00148429361030565
Ginsenoside Rg1,5,8,49,1464,18.5450420790195,4.77968664585682E-5,0.00148429361030565
Lycopene,11,67,43,1405,5.35279334069272,4.92221624793308E-5,0.00152251332322603
Glycochenodeoxycholic Acid,9,43,45,1429,6.62824416521911,5.02277717915109E-5,0.00154750167946884
Iloprost,12,81,42,1391,4.89659002103062,5.27865768595517E-5,0.00161877138433964
Dimethyl sulfoxide,10,55,44,1417,5.84105717148174,5.29547047108598E-5,0.00161877138433964
Selumetinib,6,15,48,1457,12.0778562124282,5.34734936176404E-5,0.00162195868059907
Lutein,6,15,48,1457,12.0778562124282,5.34734936176404E-5,0.00162195868059907
Losartan,13,96,41,1376,4.5367265542397,5.71356092945533E-5,0.00172634675286188
Regorafenib,11,69,43,1403,5.19134023566454,6.28059076600961E-5,0.0018903755069507
Propranolol,12,83,42,1389,4.77211079237957,6.5635442288211E-5,0.001967971669056
SB220025,8,34,46,1438,7.33375607599667,6.75448116128582E-5,0.00201749114247216
Folic Acid,9,45,45,1427,6.32573839545281,6.87298784348274E-5,0.00204508216143288
Dexmedetomidine,10,57,44,1415,5.62878523229328,6.94672521497886E-5,0.00205919334804931
Resatorvid,6,16,48,1456,11.3206830762811,7.15369528811301E-5,0.00210460081407473
Perindopril,6,16,48,1456,11.3206830762811,7.15369528811301E-5,0.00210460081407473
WP 1066,7,25,47,1447,8.58904593346165,7.95091477157797E-5,0.00233038013760362
Aminocaproic Acid,4,4,50,1468,29.0677618418446,8.84315814739276E-5,0.0025726223901538
Dexrazoxane,4,4,50,1468,29.0677618418446,8.84315814739276E-5,0.0025726223901538
Busulfan,10,59,44,1413,5.43081120111769,9.01910107507763E-5,0.00261408932197956
Carbon dioxide,8,36,46,1436,6.91544131915555,9.59957746104371E-5,0.00277206723574676
Desloratadine,5,10,49,1462,14.8302311458464,1.05630674448595E-4,0.0030390796465554
HESPERIDIN,9,48,45,1424,5.91806759624365,1.07089777451912E-4,0.00306977328486352
Artemisinin,6,18,48,1454,10.0516062694688,1.22160022953762E-4,0.00348898800283373
Acetaminophen,14,120,40,1352,3.93789278222004,1.25618288589463E-4,0.00357471244077772
Gentamicin,10,62,44,1410,5.15775030045893,1.31041865774937E-4,0.0037021263109983
Pazopanib,10,62,44,1410,5.15775030045893,1.31041865774937E-4,0.0037021263109983
Liothyronine,8,38,46,1434,6.5447711949417,1.33763850499954E-4,0.00376543278082619
Pyrimethamine,9,50,45,1422,5.6743530900417,1.41589178652941E-4,0.00397142890559536
AZD-1480,6,19,48,1453,9.52030150777537,1.56389453998352E-4,0.00436751644544745
Formoterol,8,39,46,1433,6.37307685227606,1.56826675303897E-4,0.00436751644544745
