drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Citalopram,5,6,449,2365,4.38609004388676,0.0208966012603189,1
Roflumilast,5,6,449,2365,4.38609004388676,0.0208966012603189,1
Puerarin,5,6,449,2365,4.38609004388676,0.0208966012603189,1
Chloroquine,11,25,443,2346,2.3292144979391,0.0215132560068077,1
Niclosamide,6,9,448,2362,3.51266371242209,0.0228609729282035,1
2-chloro-5-nitro-N-phenylbenzamide,7,12,447,2359,3.07679370062889,0.0229342681821314,1
Lovastatin,16,44,438,2327,1.93147522890965,0.0236598399957219,1
Desipramine,10,22,444,2349,2.40391564401037,0.023836412752619,1
Didanosine,2,0,452,2371,Inf,0.0257792875228759,1
Bromazepam,2,0,452,2371,Inf,0.0257792875228759,1
Zenarestat,2,0,452,2371,Inf,0.0257792875228759,1
SB220025,2,0,452,2371,Inf,0.0257792875228759,1
Merimepodib,2,0,452,2371,Inf,0.0257792875228759,1
Sofalcone,2,0,452,2371,Inf,0.0257792875228759,1
Desvenlafaxine,2,0,452,2371,Inf,0.0257792875228759,1
N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,2,0,452,2371,Inf,0.0257792875228759,1
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,2,0,452,2371,Inf,0.0257792875228759,1
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,2,0,452,2371,Inf,0.0257792875228759,1
TNP-470,2,0,452,2371,Inf,0.0257792875228759,1
Aleglitazar,2,0,452,2371,Inf,0.0257792875228759,1
Olaparib,2,0,452,2371,Inf,0.0257792875228759,1
Benzethonium,2,0,452,2371,Inf,0.0257792875228759,1
Domiphen,2,0,452,2371,Inf,0.0257792875228759,1
Neratinib,2,0,452,2371,Inf,0.0257792875228759,1
BMS-599626,2,0,452,2371,Inf,0.0257792875228759,1
Mubritinib,2,0,452,2371,Inf,0.0257792875228759,1
Nerispirdine,2,0,452,2371,Inf,0.0257792875228759,1
Trolamine,2,0,452,2371,Inf,0.0257792875228759,1
Bleomycin,9,19,445,2352,2.50243222877109,0.0262232793461479,1
Salbutamol,4,4,450,2367,5.25541018163473,0.0268850614571662,1
Papaverine,4,4,450,2367,5.25541018163473,0.0268850614571662,1
5'-Guanosine-Diphosphate-Monothiophosphate,4,4,450,2367,5.25541018163473,0.0268850614571662,1
Orantinib,4,4,450,2367,5.25541018163473,0.0268850614571662,1
Tocotrienol,4,4,450,2367,5.25541018163473,0.0268850614571662,1
Cerivastatin,21,65,433,2306,1.7201972791661,0.0276460655228302,1
Fluoxetine,12,30,442,2341,2.11786764634537,0.0282451211840274,1
Raloxifene,10,23,444,2348,2.29838665937333,0.0294589732708118,1
Kaempherol,10,23,444,2348,2.29838665937333,0.0294589732708118,1
Isoprenaline,14,38,440,2333,1.95299245525867,0.0306753340985928,1
L-Arginine,5,7,449,2364,3.7582148024637,0.0311958371769513,1
Folic Acid,5,7,449,2364,3.7582148024637,0.0311958371769513,1
Hesperetin,5,7,449,2364,3.7582148024637,0.0311958371769513,1
Hydralazine,5,7,449,2364,3.7582148024637,0.0311958371769513,1
Vandetanib,5,7,449,2364,3.7582148024637,0.0311958371769513,1
Fenofibrate,15,42,439,2329,1.89411974736266,0.0313566120804835,1
"3,7,3',4'-TETRAHYDROXYFLAVONE",6,10,448,2361,3.16026272355993,0.0317474906789633,1
Entinostat,6,10,448,2361,3.16026272355993,0.0317474906789633,1
Buthionine Sulfoximine,6,10,448,2361,3.16026272355993,0.0317474906789633,1
Irofulven,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Lonidamine,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Tauroursodeoxycholic acid,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Vesnarinone,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Esreboxetine,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Salirasib,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Rhein,3,2,451,2369,7.86858644416202,0.0320125933951947,1
Losartan,9,20,445,2351,2.37647100666648,0.0328024072949837,1
Malathion,4,5,450,2366,4.20314622772358,0.0423680872421104,1
Gentamicin,4,5,450,2366,4.20314622772358,0.0423680872421104,1
AICA ribonucleotide,4,5,450,2366,4.20314622772358,0.0423680872421104,1
Permethrin,4,5,450,2366,4.20314622772358,0.0423680872421104,1
Dactolisib,4,5,450,2366,4.20314622772358,0.0423680872421104,1
Reserpine,5,8,449,2363,3.28731090743366,0.0441788057373418,1
Rotenone,9,22,445,2349,2.15871927401181,0.0492007150790363,1
Propofol,10,26,444,2345,2.03077831710945,0.0518125618243867,1
Dinoprost,12,34,442,2337,1.86556375082381,0.054401578303913,1
Phentermine,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Amsacrine,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Clofazimine,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Belinostat,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Dabrafenib,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Idelalisib,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Triciribine,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Icaritin,3,3,451,2368,5.24598095268993,0.0564882428106234,1
Fludarabine,5,9,449,2362,2.9210306408089,0.0599376097205345,1
Morphine,16,51,438,2320,1.66138852577921,0.0606679115694469,1
Ketotifen,4,6,450,2365,3.50149853291915,0.0618813182473544,1
Rutin,4,6,450,2365,3.50149853291915,0.0618813182473544,1
HESPERIDIN,4,6,450,2365,3.50149853291915,0.0618813182473544,1
"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid",4,6,450,2365,3.50149853291915,0.0618813182473544,1
"4,4'-PROPANE-2,2-DIYLDIPHENOL",7,16,447,2355,2.30407387139838,0.0628686814643719,1
Azacitidine,8,20,446,2351,2.10784721654532,0.067482967401963,1
L-Tyrosine,2,1,452,2370,10.471128237079,0.0690826461603105,1
Lipoic Acid,2,1,452,2370,10.471128237079,0.0690826461603105,1
Protriptyline,2,1,452,2370,10.471128237079,0.0690826461603105,1
Mazindol,2,1,452,2370,10.471128237079,0.0690826461603105,1
Indapamide,2,1,452,2370,10.471128237079,0.0690826461603105,1
Tadalafil,2,1,452,2370,10.471128237079,0.0690826461603105,1
Vardenafil,2,1,452,2370,10.471128237079,0.0690826461603105,1
Mitiglinide,2,1,452,2370,10.471128237079,0.0690826461603105,1
Piclamilast,2,1,452,2370,10.471128237079,0.0690826461603105,1
Cyanamide,2,1,452,2370,10.471128237079,0.0690826461603105,1
Pyrroloquinoline Quinone,2,1,452,2370,10.471128237079,0.0690826461603105,1
Glutaral,2,1,452,2370,10.471128237079,0.0690826461603105,1
Tarenflurbil,2,1,452,2370,10.471128237079,0.0690826461603105,1
Midostaurin,2,1,452,2370,10.471128237079,0.0690826461603105,1
Azilsartan medoxomil,2,1,452,2370,10.471128237079,0.0690826461603105,1
Enzalutamide,2,1,452,2370,10.471128237079,0.0690826461603105,1
Benzoyl peroxide,2,1,452,2370,10.471128237079,0.0690826461603105,1
Polydatin,2,1,452,2370,10.471128237079,0.0690826461603105,1
Alectinib,2,1,452,2370,10.471128237079,0.0690826461603105,1
Aminacrine,2,1,452,2370,10.471128237079,0.0690826461603105,1
Mocetinostat,2,1,452,2370,10.471128237079,0.0690826461603105,1
Semapimod,2,1,452,2370,10.471128237079,0.0690826461603105,1
Apitolisib,2,1,452,2370,10.471128237079,0.0690826461603105,1
SGI-1776,2,1,452,2370,10.471128237079,0.0690826461603105,1
Anethole trithione,2,1,452,2370,10.471128237079,0.0690826461603105,1
Dipyridamole,5,10,449,2361,2.62795488003818,0.0784759281167,1
"3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE",5,10,449,2361,2.62795488003818,0.0784759281167,1
Staurosporine,9,25,445,2346,1.89727986178024,0.0825955109219147,1
Pioglitazone,16,54,438,2317,1.56710395760284,0.0847412342622136,1
7-ethyl-10-hydroxycamptothecin,4,7,450,2364,3.00029833866542,0.0853011565256604,1
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",4,7,450,2364,3.00029833866542,0.0853011565256604,1
Vemurafenib,4,7,450,2364,3.00029833866542,0.0853011565256604,1
Icariin,4,7,450,2364,3.00029833866542,0.0853011565256604,1
Candesartan,4,7,450,2364,3.00029833866542,0.0853011565256604,1
Lutein,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Diazoxide,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Guanosine,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Nilotinib,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Toluene,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Crocin,3,4,451,2367,3.93350815263084,0.0873280820172935,1
AZD-5363,3,4,451,2367,3.93350815263084,0.0873280820172935,1
Carvedilol,6,14,448,2357,2.2539559464104,0.0877661298436574,1
Acetylcysteine,11,34,443,2337,1.70636016361589,0.0948866145539267,1
Imipramine,9,26,445,2345,1.82364443490373,0.0961645419381337,1
Progesterone,31,123,423,2248,1.33925477112048,0.0994687521830979,1
Phenylephrine,5,11,449,2360,2.38818969226278,0.0997161269520347,1
Flurbiprofen,5,11,449,2360,2.38818969226278,0.0997161269520347,1
Leukotriene D4,5,11,449,2360,2.38818969226278,0.0997161269520347,1
Theophylline,7,19,447,2352,1.938088630734,0.110353816412006,1
Sodium Chloride,7,19,447,2352,1.938088630734,0.110353816412006,1
Capsaicin,14,48,440,2323,1.53959487733764,0.110932842283196,1
L-Alanine,9,27,445,2344,1.75538523874656,0.110948535309383,1
Z-Val-Ala-Asp fluoromethyl ketone,4,8,450,2363,2.62433987847973,0.112353816200014,1
Norepinephrine,11,36,443,2335,1.61022530302493,0.121277029982754,1
Erythromycin,3,5,451,2366,3.14589581501909,0.123593894353369,1
Venlafaxine,3,5,451,2366,3.14589581501909,0.123593894353369,1
Tacrine,3,5,451,2366,3.14589581501909,0.123593894353369,1
Pseudoephedrine,3,5,451,2366,3.14589581501909,0.123593894353369,1
Isoniazid,3,5,451,2366,3.14589581501909,0.123593894353369,1
Letrozole,3,5,451,2366,3.14589581501909,0.123593894353369,1
Irbesartan,3,5,451,2366,3.14589581501909,0.123593894353369,1
Chlorphenamine,3,5,451,2366,3.14589581501909,0.123593894353369,1
"(10E,12Z)-octadeca-10,12-dienoic acid",3,5,451,2366,3.14589581501909,0.123593894353369,1
Serine,2,2,452,2369,5.23659343454021,0.123633829702507,1
L-Isoleucine,2,2,452,2369,5.23659343454021,0.123633829702507,1
Pentagastrin,2,2,452,2369,5.23659343454021,0.123633829702507,1
Dexrazoxane,2,2,452,2369,5.23659343454021,0.123633829702507,1
Sotalol,2,2,452,2369,5.23659343454021,0.123633829702507,1
Mecamylamine,2,2,452,2369,5.23659343454021,0.123633829702507,1
Dobutamine,2,2,452,2369,5.23659343454021,0.123633829702507,1
Repaglinide,2,2,452,2369,5.23659343454021,0.123633829702507,1
Phenformin,2,2,452,2369,5.23659343454021,0.123633829702507,1
Amifostine,2,2,452,2369,5.23659343454021,0.123633829702507,1
Fluoxymesterone,2,2,452,2369,5.23659343454021,0.123633829702507,1
Gliquidone,2,2,452,2369,5.23659343454021,0.123633829702507,1
Allylestrenol,2,2,452,2369,5.23659343454021,0.123633829702507,1
2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid,2,2,452,2369,5.23659343454021,0.123633829702507,1
Methyltrienolone,2,2,452,2369,5.23659343454021,0.123633829702507,1
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",2,2,452,2369,5.23659343454021,0.123633829702507,1
Lucanthone,2,2,452,2369,5.23659343454021,0.123633829702507,1
Motesanib,2,2,452,2369,5.23659343454021,0.123633829702507,1
Nandrolone decanoate,2,2,452,2369,5.23659343454021,0.123633829702507,1
Cupric Chloride,2,2,452,2369,5.23659343454021,0.123633829702507,1
Hexylresorcinol,2,2,452,2369,5.23659343454021,0.123633829702507,1
6-O-benzylguanine,2,2,452,2369,5.23659343454021,0.123633829702507,1
Lapachone,2,2,452,2369,5.23659343454021,0.123633829702507,1
Rigosertib,2,2,452,2369,5.23659343454021,0.123633829702507,1
Navitoclax,2,2,452,2369,5.23659343454021,0.123633829702507,1
Prasterone,9,28,445,2343,1.69199967010706,0.126923699175585,1
Ritonavir,6,16,448,2355,1.97076480666439,0.128209323859007,1
Myricetin,6,16,448,2355,1.97076480666439,0.128209323859007,1
Zoledronic acid,8,24,446,2347,1.75369157310622,0.128794874943275,1
Dihydrotestosterone,7,20,447,2351,1.8403299225147,0.129484582371103,1
Histamine,15,54,439,2317,1.4658581035799,0.130237271580258,1
Nitric Oxide,15,55,439,2316,1.43859718455672,0.142645281757906,1
Potassium Chloride,4,9,450,2362,2.33193555918301,0.142653820850091,1
Bumetanide,4,9,450,2362,2.33193555918301,0.142653820850091,1
Everolimus,4,9,450,2362,2.33193555918301,0.142653820850091,1
Equol,4,9,450,2362,2.33193555918301,0.142653820850091,1
Trichloroethylene,4,9,450,2362,2.33193555918301,0.142653820850091,1
Mifepristone,8,25,446,2346,1.68285873827,0.147528925899688,1
Fenretinide,8,25,446,2346,1.68285873827,0.147528925899688,1
Doxazosin,5,13,449,2358,2.01931023387977,0.149648887623354,1
"9,10-Deepithio-9,10-Didehydroacanthifolicin",7,21,447,2350,1.75200548368124,0.150151787360817,1
Dimethyl sulfoxide,6,17,448,2354,1.85399396271505,0.151270727057113,1
Dinoprostone,10,34,444,2337,1.54781375515056,0.156850198564207,1
Fluvoxamine,1,0,453,2371,Inf,0.160707964601769,1
Chlorotrianisene,1,0,453,2371,Inf,0.160707964601769,1
Cefmetazole,1,0,453,2371,Inf,0.160707964601769,1
Cidofovir,1,0,453,2371,Inf,0.160707964601769,1
Alprazolam,1,0,453,2371,Inf,0.160707964601769,1
Cefdinir,1,0,453,2371,Inf,0.160707964601769,1
Adinazolam,1,0,453,2371,Inf,0.160707964601769,1
Pentostatin,1,0,453,2371,Inf,0.160707964601769,1
Oxandrolone,1,0,453,2371,Inf,0.160707964601769,1
Clorazepate,1,0,453,2371,Inf,0.160707964601769,1
Leucovorin,1,0,453,2371,Inf,0.160707964601769,1
Magnesium Sulfate,1,0,453,2371,Inf,0.160707964601769,1
Orciprenaline,1,0,453,2371,Inf,0.160707964601769,1
Drostanolone,1,0,453,2371,Inf,0.160707964601769,1
Eprosartan,1,0,453,2371,Inf,0.160707964601769,1
Fulvestrant,1,0,453,2371,Inf,0.160707964601769,1
Nandrolone phenpropionate,1,0,453,2371,Inf,0.160707964601769,1
Chlormezanone,1,0,453,2371,Inf,0.160707964601769,1
Zopiclone,1,0,453,2371,Inf,0.160707964601769,1
Telbivudine,1,0,453,2371,Inf,0.160707964601769,1
Arformoterol,1,0,453,2371,Inf,0.160707964601769,1
Forasartan,1,0,453,2371,Inf,0.160707964601769,1
Saprisartan,1,0,453,2371,Inf,0.160707964601769,1
Glycodiazine,1,0,453,2371,Inf,0.160707964601769,1
Testosterone Propionate,1,0,453,2371,Inf,0.160707964601769,1
Delta1-dihydrotestosterone,1,0,453,2371,Inf,0.160707964601769,1
Boldenone,1,0,453,2371,Inf,0.160707964601769,1
Calusterone,1,0,453,2371,Inf,0.160707964601769,1
Ketazolam,1,0,453,2371,Inf,0.160707964601769,1
Inhibitor Idd 384,1,0,453,2371,Inf,0.160707964601769,1
1-naphthaleneacetic acid,1,0,453,2371,Inf,0.160707964601769,1
Acetoacetic Acid,1,0,453,2371,Inf,0.160707964601769,1
Sinefungin,1,0,453,2371,Inf,0.160707964601769,1
Gpi-1046,1,0,453,2371,Inf,0.160707964601769,1
"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",1,0,453,2371,Inf,0.160707964601769,1
Alrestatin,1,0,453,2371,Inf,0.160707964601769,1
Adenosine-5-Diphosphoribose,1,0,453,2371,Inf,0.160707964601769,1
6-phospho-D-gluconic acid,1,0,453,2371,Inf,0.160707964601769,1
(R)-2-Hydroxy-3-Sulfopropanoic Acid,1,0,453,2371,Inf,0.160707964601769,1
"3,6,9,12,15-Pentaoxaheptadecane",1,0,453,2371,Inf,0.160707964601769,1
Bis-Napthyl Beta-Ketophosphonic Acid,1,0,453,2371,Inf,0.160707964601769,1
FR117016,1,0,453,2371,Inf,0.160707964601769,1
RB106,1,0,453,2371,Inf,0.160707964601769,1
NU1025,1,0,453,2371,Inf,0.160707964601769,1
K201,1,0,453,2371,Inf,0.160707964601769,1
"6-Hydroxy-1,6-Dihydro Purine Nucleoside",1,0,453,2371,Inf,0.160707964601769,1
1h-Benoximidazole-2-Carboxylic Acid,1,0,453,2371,Inf,0.160707964601769,1
4-Piperidino-Piperidine,1,0,453,2371,Inf,0.160707964601769,1
D-Lactic acid,1,0,453,2371,Inf,0.160707964601769,1
3-Methoxybenzamide,1,0,453,2371,Inf,0.160707964601769,1
Glycolic acid,1,0,453,2371,Inf,0.160707964601769,1
N-Aminoethylmorpholine,1,0,453,2371,Inf,0.160707964601769,1
2-Chlorophenol,1,0,453,2371,Inf,0.160707964601769,1
U-Pi-a-Pi,1,0,453,2371,Inf,0.160707964601769,1
FR233623,1,0,453,2371,Inf,0.160707964601769,1
Dodecyl-Coa,1,0,453,2371,Inf,0.160707964601769,1
"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",1,0,453,2371,Inf,0.160707964601769,1
"1,4-Diethylene Dioxide",1,0,453,2371,Inf,0.160707964601769,1
8-Bromo-Adenosine-5'-Monophosphate,1,0,453,2371,Inf,0.160707964601769,1
"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",1,0,453,2371,Inf,0.160707964601769,1
Thymine,1,0,453,2371,Inf,0.160707964601769,1
